,mass
10347,34.52409224156806
10348,15.80732413294245
10349,9.593926898533253
10352,13.77239443120191
10353,65.90129131889223
10355,20.31765701453733
10356,44.625970157287014
10358,4.867515946781743
10361,6.2406567566527
10362,10.906396729969986
10364,15.09457637526933
10367,107.39472482648996
10368,11.612406670321485
10369,32.14493371412292
10370,29.956811201511417
10371,35.01629572180071
10373,37.52632237376853
10374,18.027876431634166
10375,15.067458948254977
10378,15.442318290007488
10380,99.01107898209371
10381,20.937384049235046
10382,64.94903194341468
10383,5.612486512492239
10384,3.7061517141639
10385,10.344692747950505
10386,93.0954848459317
10387,61.14894852842443
10388,6.024625766040244
10389,28.494667307591083
10390,14.798097147199233
10394,57.2437323979744
10396,5.237068332492878
10397,11.773347837621817
10399,17.152543226007737
10401,26.485560073803494
10403,68.29392264592728
10408,3.0461742861226773
10409,2.5831611870529874
10412,19.914946654297157
10413,17.021949188668135
10415,23.29908093075558
10416,8.812892575511173
10418,2.954589981198591
10419,7.239459043077724
10420,12.836017590767625
10421,15.461859574941172
10422,21.99140851378098
10423,22.833257754264945
10425,24.241418989902346
10426,24.60990311188364
10428,61.984968629037745
10431,3.882096270957767
10432,57.271506871584066
10433,16.320275889512743
10434,22.006302528882557
10435,91.31180703110546
10436,34.158280688301105
10439,33.11220282684618
10440,23.070224746220397
10441,46.25011554296378
10443,5.632256298217421
10444,27.84776824652022
10446,37.09556529061123
10449,18.773390819782804
10451,15.539950417704048
10453,25.169590250856665
10454,28.45036159531473
10456,92.02758809010155
10457,14.916291269140855
10458,14.953348527848835
10460,77.4164213842154
10461,2.407149564941882
10462,69.64425027969615
10464,24.513690518308326
10474,22.58321536186612
10476,86.06690223552843
10480,26.675073227805473
10481,18.007715408488103
10482,4.499385878794868
10483,14.837415483378436
10484,15.099829993899432
10485,2.050193931628751
10487,63.09570110759053
10488,33.888287553318456
10491,6.12015530544788
10492,3.8469068443361922
10495,35.016424514920104
10496,18.975820747063878
10497,5.910801591770415
10498,64.31572772791735
10499,22.224591272792875
10501,2.645998859353519
10504,23.598691831841027
10505,3.3395734211270947
10508,13.075786323063674
10510,20.70340053355977
10511,2.3048551981221683
10512,7.307820218163498
10516,95.59891921308002
10517,20.510782361620674
10518,3.0915207238997118
10523,29.52123358337012
10525,51.34888017126648
10526,59.273427064935326
10527,9.212165716938868
10530,4.041819818188392
10531,25.530565086852267
10532,6.886448986938005
10533,26.11298738865394
10535,34.557332070400044
10536,35.16267528819109
10537,33.76615051618849
10540,4.929878916342631
10542,10.468241112869677
10544,10.00283061662426
10545,10.106065754352676
10546,8.404387501335593
10547,38.81078017691169
10548,3.929919157272866
10550,90.645368763838
10551,53.34235463265375
10552,10.313303459876465
10553,2.7831025725395087
10556,23.122670345879943
10559,10.816883154231618
10562,32.97878727336305
10563,5.278601489355206
10564,26.93439686778338
10565,82.11395441216527
10568,23.54909777429488
10574,18.30830193937941
10575,49.576298902813456
10576,2.1529786648743463
10578,69.2875759032274
10579,2.61532365421496
10580,42.55235535237385
10582,15.069386380738933
10583,16.097799807470533
10585,95.20586664743932
10586,22.38621531728613
10587,14.768383521313995
10590,46.4685401267987
10596,25.678947343867126
10597,15.23536436405117
10599,30.83750574600343
10605,9.961652238107892
10606,21.827165042634388
10607,2.2876717033997704
10608,19.168053833975296
10609,59.040628941909155
10610,13.039190118155352
10613,98.10652458492713
10615,20.327772671593877
10617,22.229542077629503
10618,27.47141658458542
10619,24.10134950639486
10621,91.40905610231624
10624,10.099279474055276
10625,19.68100652722246
10627,6.977015822353994
10629,61.95325878749801
10634,14.779110033066948
10636,2.7258660236952275
10639,8.853659128834803
10640,2.5477122205422162
10641,67.08604056487086
10642,105.05056070387582
10646,4.618034800782485
10647,6.303241989315029
10648,14.346521559166836
10653,5.254222038094692
10654,19.33398328908307
10656,48.30313866010677
10661,15.728264142387106
10663,42.26171023738037
10667,10.18908837907613
10668,42.87953996544153
10669,15.564136995603066
10671,17.317996429685557
10673,87.90571610764286
10675,3.1182432115932652
10676,6.606374143726323
10678,21.241402409167808
10679,20.01383174614886
10680,95.53409460853437
10681,11.074923555546489
10682,7.486060688638555
10683,18.34013088475653
10684,9.119041109132842
10688,27.562327346664702
10690,27.200549045662672
10691,19.30551393599248
10692,13.933355381511674
10694,28.815218518032008
10696,24.466253863614245
10698,90.94955263079585
10700,27.195399352188044
10701,58.97855746500248
10704,77.17060702066233
10705,41.53025105893654
10706,62.70358809871729
10707,55.57841851252904
10709,64.75361706228071
10710,16.84606154300749
10711,2.2666058142295373
10713,25.22305636886022
10714,29.12065554494629
10715,19.828407841851547
10716,70.341572897753
10718,26.454141698015846
10719,18.61549752269329
10721,10.191598216190426
10722,4.677430205928358
10726,91.65104148470708
10727,28.63828180574849
10728,7.923830780418756
10729,31.587601186778517
10730,10.417282885140397
10734,13.45508838151218
10735,15.864830087369349
10736,32.16358430394343
10737,39.2814333354586
10738,3.14244002380224
10740,35.60386359191372
10741,2.4316122867642767
10742,23.429905567464477
10744,7.837297491163764
10745,7.664607814552544
10746,47.99883603958461
10749,39.697108352623125
10752,38.28546209617375
10754,86.20374271752938
10756,33.38625631496383
10757,15.432636561723733
10759,43.9263226703545
10761,2.6361523660068427
10762,10.07345961872086
10764,33.92932629155177
10765,19.046773585864237
10766,36.24056660581482
10768,9.980984645404481
10770,71.30205395273968
10771,5.918276151439797
10772,19.065341727176115
10773,23.48353972544387
10774,8.827109866267369
10775,3.9263021189793057
10776,19.359171924082904
10777,27.635187111488857
10778,21.33022309721299
10779,4.663334954214201
10781,22.414643488449336
10786,4.911314763791469
10788,23.19016961248873
10789,2.102824629754062
10791,26.737811916920528
10793,37.73208471171261
10796,35.53080020840229
10798,71.08903599949502
10799,34.983369212847464
10801,96.97886411621658
10802,63.560816435498204
10806,15.938063583811042
10808,24.19489558444654
10809,11.370182441742083
10811,16.900881116668767
10812,18.329943164418154
10813,7.785884770308126
10814,13.29932077526894
10815,8.886939532184327
10819,32.02839050974683
10820,49.26973433632963
10821,44.429174195531935
10823,16.180764989857543
10826,5.868432898191048
10827,5.7117336296543
10828,36.87279690906565
10830,12.978555813645094
10831,18.07836845235211
10833,34.87072324559745
10834,93.08231581879555
10835,16.034194396523322
10838,3.0418716224561315
10839,8.89864628409344
10841,9.75010226335089
10842,16.28241008105071
10847,14.671071887885367
10850,41.83302781034511
10852,72.48974746954546
10853,38.034771171205435
10854,22.625618003744968
10856,3.553848717039059
10857,3.3189787793295418
10858,8.591851446062188
10859,39.54145371929058
10861,23.28456632956689
10865,11.914115298934252
10867,14.364589160807906
10868,9.551667450663208
10870,10.570647072166391
10872,20.34593581054704
10873,29.16000887134639
10876,16.47520934298514
10877,3.354685540181775
10879,8.480231891966813
10886,3.80937157936109
10888,18.915075010506833
10889,35.988621422805004
10894,3.372298492445443
10895,20.14062333527056
10896,7.373727791097251
10897,16.48461703119229
10902,48.147746958127755
10904,19.37542716167053
10905,15.48103538823791
10908,8.219717555867174
10909,13.367730437255833
10910,19.76062782229967
10911,2.7960308416380957
10913,22.45286116092947
10915,21.46286187198248
10916,19.43197811076371
10917,14.227632873173182
10918,61.604479693948186
10919,25.36515463819608
10920,9.723461540075954
10923,21.696402439805553
10924,18.83002994210869
10926,10.816037844288232
10929,81.3302332132295
10934,13.948558261246909
10937,37.51962896911433
10940,5.152213734432499
10941,14.908728659949519
10946,12.95922140021913
10947,11.61949207963211
10948,13.149318653329622
10949,15.089124770347022
10951,20.255077998652624
10953,3.7177274656885526
10955,87.53348051985593
10956,23.519426780404324
10957,2.9360544818320298
10959,37.998818834684705
10960,2.281993050089989
10961,51.535248485427864
10964,17.83219083219182
10968,34.616425131171496
10970,10.093391606898232
10971,31.04689331032495
10972,18.63110589992438
10973,27.300313852579624
10977,24.35432115953138
10980,25.88512047655679
10981,11.509509387635035
10983,36.75587953778278
10984,16.020974544555177
10985,4.507449252346141
10990,47.19854578643672
10992,15.023047024473442
10994,93.2752791078108
10999,15.645237433887008
11000,87.90061913593424
11001,50.76446747545963
11003,19.661415942561618
11004,2.111400294339538
11007,27.353466969100484
11008,3.728360891851044
11010,11.276156288877871
11012,66.18164097766842
11013,28.130836738662783
11014,10.462441067484729
11015,11.157856397322677
11017,84.48892450981108
11018,14.010717512646197
11019,22.039896709613096
11023,11.439744133923574
11024,5.587636301048756
11025,80.36794402366405
11027,3.0883459323560194
11032,39.42298386960835
11033,80.40637235221085
11034,39.68744351778658
11035,8.552590481778184
11036,8.125546109207892
11040,30.570706619646526
11041,28.769901901340642
11042,76.02791045548439
11043,11.112388074997789
11046,16.732437978273197
11050,34.539583383680245
11053,4.440904039982284
11060,70.80769317045925
11062,13.942428134452594
11063,8.026211601740432
11064,50.58795224669112
11065,12.716104186567662
11066,10.649911774382083
11068,3.143071436095594
11069,95.33985935521406
11072,2.1618975860572074
11075,21.3755965461458
11080,14.245565418511267
11081,3.814066856663639
11087,21.846454942923803
11090,26.856736030121017
11092,10.087129332920817
11093,2.3704873194756724
11094,9.657563560790106
11097,12.888718141533698
11098,12.320453641871316
11101,16.1989945784546
11102,60.20662886841198
11106,13.502614939747776
11107,40.07365164186066
11110,12.435676958621924
11111,19.491319256754057
11113,37.819062919439965
11114,19.698331304054665
11115,42.12327771756985
11118,13.63818539129748
11121,46.45344609731231
11124,2.8345063935674157
11126,15.746573885956883
11127,23.24898577156005
11129,26.922470621402862
11131,5.660627104187662
11132,6.704193117414695
11135,11.072928654204462
11136,21.79268860494734
11137,18.390742819397435
11138,22.25967180446738
11141,91.89081248764751
11142,2.9725471842644535
11143,16.447484925973146
11145,27.778967906225382
11147,32.45938823142852
11148,21.134434968825175
11155,93.96990293190557
11157,43.50436768051657
11158,20.714217328124416
11160,12.410722084998886
11162,19.00059764506359
11163,17.336320799368796
11165,46.35763451115144
11167,2.7206425151797915
11168,25.498860990722783
11171,49.280000021517
11172,2.843838738868834
11173,91.22142725400408
11177,24.887141744424895
11178,20.01409016418937
11180,42.04032855759068
11184,13.888198758437467
11185,33.968249811306514
11188,2.7498881655080547
11189,2.8662167279356177
11190,6.7369367301734355
11191,38.265619679564836
11192,3.864802997437253
11196,38.26591662217959
11197,9.07557831265315
11199,18.37584755458915
11200,20.712834717923666
11202,5.308630972068014
11203,24.617307013422515
11204,92.13327004524702
11206,18.18690146489104
11207,13.11327284261246
11209,92.95879714873682
11212,29.727703079696575
11213,11.179324524073133
11215,15.040891670232323
11217,3.3345626111830597
11218,71.9189621989083
11220,30.33138266187682
11221,4.035549742079972
11223,19.172523105001865
11224,13.16059901134837
11225,13.85054561510573
11227,2.3471159364187777
11228,2.737067134781287
11229,19.55885515333402
11231,6.252021369863485
11232,62.66762059169951
11233,54.14318882770666
11234,26.71194949216098
11235,8.105455994519064
11239,10.982845956979286
11240,47.10639002111072
11241,17.755084950529294
11242,32.134877134348926
11243,19.635121151707104
11244,2.034471912389175
11246,3.719078055782131
11247,18.29059380063971
11248,58.46076912579923
11249,27.235711792762096
11250,7.088075646380406
11251,88.46873958979184
11253,2.604653087361188
11255,88.49974144199463
11256,13.127301251986172
11257,14.370811717603093
11258,21.665897780806773
11259,54.21407395578571
11260,10.705202579107537
11262,41.723565317707454
11263,63.457779113138685
11264,51.688468468371155
11265,11.824089980390907
11267,35.20354025615621
11268,24.169385950705532
11269,9.643042318749824
11272,15.931195624772645
11277,32.35123294619742
11278,18.566641328171745
11279,13.194078892111985
11280,26.616812782929117
11281,26.321933833483815
11282,9.419385877602645
11285,24.62531035870211
11287,17.522015082506325
11288,14.469211948569836
11289,21.50223244621891
11290,21.728686042048185
11293,13.025292540362667
11294,52.513724254506094
11296,23.30212455679003
11297,31.113865323437384
11298,40.35805518789528
11299,18.022166706144294
11300,19.626026304677588
11301,14.459228020496111
11302,2.673887358043038
11303,23.544515908342646
11305,92.9763221119571
11306,45.901226745802774
11307,3.618952659160797
11309,4.892769798488962
11310,29.512351767243572
11311,14.95061978470459
11313,10.056166931187034
11314,5.087487740561153
11317,2.5716355290380823
11319,2.041641352784639
11320,6.88989370274578
11322,100.55961935637734
11324,69.9356370902675
11330,90.93425845131198
11331,9.036912205010902
11332,6.658704102751228
11334,23.997976702968103
11336,39.08429407291238
11337,24.30702510953532
11338,4.613560960340583
11339,2.154302025807594
11340,16.961092782395074
11342,13.330142962725366
11352,4.246656012673717
11353,54.60023207564685
11355,28.26842540941924
11356,44.19935383645219
11358,2.9286001790958243
11359,42.353863914275706
11360,14.462294626671486
11362,9.798346383495337
11364,28.217343833459942
11365,88.36459222420496
11366,22.798055283374293
11368,12.829613263847827
11369,11.440160044751917
11374,16.94224894919468
11375,35.04746249751471
11376,88.39546284329303
11378,38.40186030798355
11381,63.46728986147116
11385,14.398329097646577
11388,4.51177976772096
11390,25.615184851892057
11391,10.806059917162576
11392,21.587462668641745
11393,29.893352977051595
11394,31.19572654828702
11396,35.033686854494775
11397,93.55384592876501
11399,20.018870986122085
11400,40.12498043812979
11401,10.162355406376019
11402,20.906249522314475
11405,17.35553906377591
11408,70.67527824411307
11410,11.613505256451647
11413,15.235252151391908
11416,89.81325713274404
11417,41.9361556503788
11418,25.909983055376546
11419,24.037316046295597
11422,51.3358929975844
11423,24.05659051388935
11425,17.594453301867613
11427,30.987408009586733
11428,36.43658250102587
11429,94.77259321530195
11430,83.68517896497559
11431,14.8058840082098
11433,14.101045217553906
11434,15.880548513996626
11437,13.34743087341529
11438,35.62380392694792
11439,6.194142432877295
11442,15.61159911306342
11443,13.517873378753052
11444,3.6311567437602568
11446,58.72591795415713
11447,93.10164158672822
11448,3.846677042376062
11450,27.876107559180475
11451,46.75652731635445
11454,82.6889885682489
11456,14.526487245254025
11459,31.73829019311847
11460,21.222607404862302
11461,13.306226406949513
11462,16.955758364684772
11463,13.720865690854072
11465,57.582947127477816
11466,18.405561496509748
11468,15.45235035818822
11469,15.719946377174654
11472,51.87045414115726
11473,5.91904224781941
11476,20.718926283842293
11488,24.235380701720597
11489,32.80820673337696
11491,23.07401979876505
11492,75.06241485309343
11493,35.723866240807425
11498,12.118396610075036
11499,22.384384137088933
11501,73.06187021801112
11503,21.003968526850134
11504,13.627710352742263
11507,18.041632271748583
11514,19.31528395397289
11518,18.793212162360664
11520,45.78421034381828
11521,6.991737453147411
11523,11.026657814396918
11526,99.14462027354537
11527,11.337219166648259
11531,33.64014900670531
11532,11.82810364596384
11533,3.0878621348436033
11536,12.861018377449744
11538,9.071682184410786
11539,11.697546912643686
11540,15.075785425439067
11544,13.095950214230358
11545,15.022251871144354
11546,2.911131857731629
11547,20.071671407025367
11548,14.608612972376124
11551,10.3060777544418
11552,61.27778128427543
11561,37.354652895144135
11563,30.420440330062682
11566,61.69390561217129
11567,20.21223573262607
11569,22.493145452955222
11573,17.984352608236996
11574,20.416803470883966
11575,7.297081618889644
11576,8.134748665859131
11578,11.639061406771638
11579,8.534537515237803
11583,73.49427155076442
11585,84.96092363384712
11588,15.801927230151408
11589,73.4012610573851
11593,22.791273104609036
11594,19.631217462306182
11595,9.901289222064127
11596,11.027582681109536
11597,6.317724633418269
11598,49.41957176239593
11599,21.71123545238962
11600,12.093022545821169
11601,74.34855146900634
11609,8.290214887872356
11610,17.942420115842847
11612,18.67340712109534
11614,47.82713398488237
11615,49.32251225928781
11618,33.569053501700054
11620,5.65190638128862
11621,24.79570693707683
11622,93.43538249480171
11624,16.933951340638206
11625,20.78142624275822
11626,39.443774754579515
11628,106.33708468390977
11629,62.123694092584614
11630,4.777871569520368
11631,5.324256541279635
11632,28.586355974632465
11636,10.409144360669623
11637,2.2198960243894654
11639,83.38634681749464
11641,17.6004401299797
11643,88.10921186232454
11644,43.77539764607742
11646,18.05961481414068
11648,23.087427120985126
11649,3.9202583751459446
11650,67.39737979234503
11652,19.95579347913179
11655,3.7304616262359547
11658,13.194712585876172
11659,11.75751646047261
11660,2.558898506427886
11662,23.454361420228445
11664,90.54894792693342
11666,14.386269072626023
11667,9.908884065018464
11668,17.56665683382877
11670,5.56571279730494
11674,10.344479532770901
11676,16.592711417998295
11679,93.0907755758324
11680,28.958257953433602
11682,45.87838799017682
11684,3.086243328303737
11685,67.6051720455691
11686,11.814439701733638
11687,10.414699980791486
11690,99.08312172623707
11691,16.093053099642116
11692,5.720155244701307
11693,4.122503821923658
11695,16.93149783296504
11696,19.62899429997767
11699,13.969713240577953
11700,12.975063187052287
11702,66.64428639536551
11704,46.906210403517996
11705,91.41350705410389
11711,26.09874401301911
11712,7.102233511811553
11713,65.06057292352872
11716,26.155146920787892
11717,3.0076098837282967
11719,17.398546328308637
11720,37.04260035773677
11722,31.746254347432878
11723,2.1708131209989396
11725,2.4484260067463395
11727,43.90483849022565
11730,33.51066181553084
11734,88.85816203193436
11735,21.61594639381076
11736,80.57949253419942
11737,87.72825301698373
11738,12.153235036709319
11739,28.956630675610207
11741,12.975390411490173
11744,23.473078773426806
11745,22.714190257984104
11747,31.590482088170166
11750,28.391941709129792
11751,14.130247487478776
11752,38.46441508412121
11753,17.901534669788823
11754,17.772085602458144
11755,21.221648427199142
11756,19.857225540268487
11759,92.46115318851479
11761,30.74588499233024
11762,8.212878199206406
11763,13.597451667330894
11764,20.27633173482795
11765,48.347986732490725
11766,48.953673574329436
11767,11.7327545151852
11768,7.921916647453445
11769,20.072876796913988
11771,19.75798204717024
11772,41.47699156276405
11773,10.487671495654123
11774,9.05635574339077
11776,16.891842929488757
11777,2.1384866567503726
11778,8.61522109103997
11781,86.99812269508689
11784,85.57207257639084
11785,2.0173400670167325
11786,3.020310770897562
11787,52.75636364081587
11788,3.2804870593708935
11789,7.993106599157806
11790,12.240726900731223
11791,65.45256611239165
11792,16.783581203661523
11794,28.300531232519294
11795,70.45161076492433
11796,15.89795306045088
11800,7.658646344308174
11803,66.73620056759225
11807,17.24045496110792
11808,47.77172542639631
11809,6.157654276914233
11811,11.527747913689128
11813,9.615069615076683
11814,91.71437280694396
11815,52.48570235515478
11817,35.26102062517619
11818,2.039149559473366
11819,23.01829939871876
11823,28.77307454497333
11829,36.06387942530033
11830,91.6390139047229
11831,7.476839319485476
11832,19.939331094857316
11833,16.26398749999516
11836,44.829382191525895
11838,86.48205006387163
11839,10.405408916978276
11844,2.107135292144335
11847,42.879380516004424
11848,7.926352835013835
11849,32.4773749513873
11850,12.097735666429985
11852,37.01481844052592
11854,4.679229353579477
11855,4.4693104300345725
11858,49.341987279252336
11861,22.295644664298546
11862,87.91347406078205
11863,86.92006040074988
11864,78.44411573918335
11865,28.551850219202958
11869,22.931190871823468
11871,47.236379376208546
11874,20.622980285792064
11876,14.474276855106451
11878,7.688247125357235
11882,42.66132082448339
11883,5.459775813741447
11884,16.366085645745045
11888,11.989618505183689
11892,30.096354639604
11894,72.57382222756013
11896,50.29975713074765
11897,10.89387858825197
11899,84.24538862043312
11901,7.719532182480484
11902,99.68528907310797
11906,26.306017863941324
11907,93.13149120284932
11908,16.664242366190447
11909,24.316058665197684
11910,27.17067140697852
11911,7.08309212749171
11912,5.285418299466088
11914,10.602208466189088
11915,40.25852069044143
11916,38.35353814288455
11917,28.218497612817732
11919,30.650787818956616
11923,28.68590939152419
11924,83.27484256994488
11925,90.8982545254858
11927,3.032782583486652
11928,33.18781792180679
11929,42.2265671736349
11930,93.65721127364583
11934,3.319560161090642
11935,16.8711805939667
11937,21.799620816295374
11938,79.23042830596384
11939,5.893145284879715
11940,89.87273365998388
11942,41.86062850427595
11943,31.719059108838596
11944,16.829678274086973
11945,14.841694488797389
11949,6.392122912965274
11950,11.597138631679789
11953,33.51318738983804
11954,34.04782542029284
11955,10.25513743505884
11956,20.373200204126046
11962,2.945599419575114
11963,22.521676045429107
11964,21.332162171739956
11966,20.789957108746417
11967,21.490395172876653
11972,25.886816996608523
11973,54.192874055535164
11974,89.8614439911679
11975,83.96144594352516
11979,9.167318893326408
11980,54.132290594855945
11983,11.579672303372822
11984,60.81100465231601
11985,10.255410196005414
11987,29.954712800223955
11988,82.39166619526449
11990,22.191963038124847
11992,10.575855073266446
11994,38.011575874347045
11995,17.752385041706585
11996,19.36618293908994
11997,23.554756218789457
11998,24.37346882267676
11999,11.655772360083406
12001,5.291974088392069
12003,15.318132761443179
12004,21.024234887912115
12007,24.78820423818109
12008,16.624706944677232
12010,66.73693081857301
12013,2.5572190188442234
12014,3.0317916164531824
12017,82.09742866055853
12018,11.455940827832526
12019,13.732904706346723
12020,12.013505653855203
12021,6.999915139071293
12022,9.319228142453637
12024,46.3190260162417
12028,10.280962601026378
12033,21.520152920873468
12035,63.29173070303103
12036,14.039037672892686
12039,9.497978068950045
12041,25.26398555052822
12043,8.71586807506722
12045,6.666572039931777
12046,28.865939932645535
12047,17.59419254527347
12048,28.995720124010347
12049,31.888141603388625
12050,46.725722485341
12051,9.562112870237987
12056,3.8997199961127844
12060,2.1069769811230974
12061,40.30141417782795
12063,80.90145472956713
12064,3.0267224471363487
12066,20.130990200447723
12068,13.928965251606844
12070,12.347749221821758
12071,35.728008676504984
12072,14.054678754127533
12074,26.113612483055626
12075,80.80610274932643
12076,12.540330423525393
12077,14.959997742240187
12078,21.424750083681246
12084,53.06465987415918
12086,5.749887811183797
12087,14.074540336279357
12089,15.44503076957819
12092,87.33815981611708
12093,15.229886980059858
12095,25.80538244989778
12096,28.773672922890817
12099,20.990244755619266
12100,34.37463869901477
12101,93.51450575641654
12102,39.291104018343646
12105,22.095590285387228
12106,31.1536995129662
12107,32.81722077227327
12108,15.137615519873044
12109,14.33029223426721
12110,9.436730572409653
12111,81.78956503025675
12112,14.723441350920643
12116,4.260147131238525
12117,15.300230321850512
12118,18.360749243803635
12119,90.9681546579351
12120,10.556798416700968
12122,20.852155780225726
12123,49.02362154008412
12124,18.676316650889035
12125,27.89554705628481
12126,16.610208925266917
12127,18.298945675092682
12128,38.28285123226742
12130,86.14212978032297
12134,9.991914141245362
12136,9.601030974476622
12138,29.837878728849002
12140,5.128292519689199
12142,23.935369269235174
12143,93.6390608534814
12148,35.83651122918774
12149,4.6996664029429684
12150,5.172356453058989
12151,6.52567711115797
12153,18.279596734138952
12155,96.80147559753412
12156,9.780520413841943
12161,10.01180725311245
12162,10.749680939952434
12164,26.0440673153387
12166,48.16485108660252
12168,71.7382446276796
12169,10.35804395612492
12170,14.90762980271729
12173,5.268164159746732
12174,95.91657867778386
12175,71.14956378953492
12178,91.98006477422163
12181,32.76686018217186
12182,10.74018117446137
12184,21.94587360924654
12185,22.531390134527843
12189,102.03601455934752
12191,12.297107269267835
12197,45.50059007196609
12199,21.287856423947883
12200,38.76938500050522
12203,4.273883255200786
12204,6.549769763510883
12205,51.427346107348384
12206,7.875674812985875
12210,4.976297132253497
12212,13.151731588912407
12213,28.51762091178716
12214,35.35210332246945
12219,53.684341841143954
12220,51.88454513815458
12222,38.193355559744944
12224,39.17814835683151
12226,48.65174055861824
12227,4.656874494112066
12228,5.453369732550365
12231,90.5205410796196
12232,89.14448738270025
12233,21.716359596786564
12234,18.202991050862224
12237,14.044898052967527
12243,14.023648444142452
12245,26.926370717042516
12246,19.29351196612994
12249,15.505454312899069
12250,23.572294215860257
12251,27.45515735284984
12253,23.937702942472907
12255,5.359250403380902
12256,25.02180752566449
12257,89.85025052649047
12263,11.988894950249714
12264,14.967271500253414
12265,24.89006766591649
12267,5.912309795872924
12268,8.0591195443361
12269,6.039276294209425
12270,28.365517667116176
12275,14.525752970551979
12276,10.948047532186685
12277,14.757794556517041
12279,31.366197494205455
12284,7.851324045106758
12285,7.863575642641468
12291,11.813133787749608
12292,22.43885161746196
12294,10.181937991192855
12295,18.387943874944238
12297,18.33307542148618
12301,94.07744624231188
12303,14.669099972033035
12304,16.545657944514375
12308,57.52364435106229
12311,3.5054300928334348
12312,0.027858167115807554
12314,14.06508549348278
12316,6.555469486817806
12317,35.441637854384275
12320,3.873565041805774
12323,8.563507913766179
12324,23.897671373985375
12325,33.39523357253696
12327,29.97572268093633
12328,46.73579104350839
12329,76.36496510458967
12330,9.590866723591777
12332,17.936695846159214
12333,11.957818687716445
12334,94.06238108379301
12338,46.859801301811984
12339,17.750150329003034
12340,21.38275747895719
12341,3.092153003475096
12342,6.500247783977059
12343,24.31784515876149
12344,54.92571031726581
12347,62.45154617809794
12350,2.204656387098704
12351,13.040948305510762
12352,44.74100282322693
12353,16.10818326221799
12355,6.6283046655083755
12359,68.66671596561393
12360,83.55775470931168
12363,29.070621371203963
12364,12.374295442080742
12365,23.079558998068073
12367,2.8752863323502944
12368,10.890514829320827
12369,22.72447824768866
12371,2.398811507309395
12372,22.41322742976165
12375,14.343026464662149
12376,94.95269349827366
12378,53.042821397594395
12379,56.852375914861305
12380,64.49172488724658
12381,2.820884124418472
12384,20.28027466889933
12387,4.822593514811445
12391,4.43914376357018
12392,69.57755004981821
12393,33.83333881629778
12395,20.740706527360636
12402,20.737209229548007
12404,35.60371146727683
12405,23.297820065885954
12407,29.832063646585034
12408,13.938323771538505
12409,33.081279416109815
12410,9.669776161405808
12411,35.31098182195308
12414,9.595949005986851
12415,28.187855760527427
12416,39.13281872490117
12417,19.62903563054341
12418,18.71071715102871
12421,37.90822045167513
12423,98.05650510217158
12425,23.817499444481992
12427,7.199626546661971
12429,22.783143542007974
12430,16.6353038298735
12431,18.213406252414362
12433,35.545475809923964
12434,4.090213222701301
12435,29.81769548550719
12439,2.972351222474193
12443,25.469719198622144
12444,16.973259198829513
12445,40.994077089641955
12446,15.209567018199438
12448,20.199987009846176
12449,17.56799699352777
12451,24.007867194777546
12452,23.42842679713685
12454,10.296336070583546
12456,87.56098511292343
12457,10.659799662090279
12459,10.222981914813365
12461,12.239304704994845
12463,53.31016328144477
12467,8.947858038574088
12469,5.232610888900867
12471,10.416658530709318
12472,28.42410307427131
12473,36.809527140596366
12474,29.836809651802547
12480,31.897736889384497
12483,42.12442024649361
12484,18.041788938958884
12485,6.515776585388476
12489,25.99130016570736
12490,29.328956712034618
12491,4.942339427543801
12493,10.421061336149979
12494,27.054914352577423
12495,10.05714297051305
12497,17.403838665056057
12499,16.64278673652039
12500,8.796016788160456
12501,3.1718892097493057
12503,14.2655540991789
12505,2.7438647005091266
12506,84.51419945087335
12507,24.263355785187134
12508,27.068814399629655
12509,5.228905623894919
12512,67.67369503522254
12513,27.28161838384043
12516,15.31352129829439
12518,11.176658630673842
12519,23.894098420396446
12520,47.57705856828794
12521,12.402088348395205
12523,11.727986602118426
12524,18.656437216579054
12525,14.348235636786026
12527,5.092961945969819
12528,13.50095380635008
12529,8.422392973104522
12530,6.845414455115184
12532,14.4537410312904
12535,17.697408825457686
12540,72.22750061271658
12541,2.4495242924198557
12542,8.471612502204048
12544,9.590372235507855
12545,10.491829726438327
12550,9.610328432809984
12551,21.689512290300588
12552,16.256768119881645
12554,90.65955663083953
12555,12.640914518313025
12560,10.347155514799196
12561,18.75194988197001
12562,9.749216489933943
12564,33.510745344769305
12565,30.72091554554647
12566,5.153587843341668
12568,16.61386523918727
12569,10.23678969948585
12571,61.34702379173028
12572,15.640656214785205
12573,8.488242637354308
12574,16.9374002636348
12575,17.231892734694238
12576,33.23570881727175
12578,6.866632315524117
12579,2.6862821280535063
12581,10.471057350158208
12584,21.47210068787402
12585,15.641873892590151
12586,28.998954787045328
12588,65.22710549784037
12589,45.80388548413116
12591,28.927962048950114
12592,23.66502679372619
12595,87.25568618181859
12599,2.09197305993416
12602,19.407080723238572
12603,15.458427794812902
12604,41.191566468119404
12606,2.592059130865256
12608,14.604060501319484
12610,3.8337304635092773
12612,7.388097968720381
12613,12.601383409062676
12614,10.112920065076976
12615,35.22431554879527
12616,12.336358435667968
12617,24.170906755844626
12618,92.59291610474311
12619,13.474223170535655
12620,20.220377513891783
12622,10.244766540812922
12626,77.78391364695597
12630,51.13772464023013
12634,94.09229232517617
12635,36.33943477149166
12636,80.61993608460565
