,mass
2382,24.116609431404534
2385,20.981617405428967
2387,25.441610837330565
2388,2.447655614073333
2389,19.120902747862107
2390,16.898119330119997
2391,65.11549333800293
2395,3.156622395377792
2399,4.916509185977644
2400,8.074426813367698
2401,23.915356983378473
2402,16.10060707887274
2403,7.926480724974998
2404,18.292323748385034
2406,27.347487342627062
2407,5.224665335916838
2408,59.580782676643345
2409,11.416029360109503
2410,4.328742712127707
2411,16.893977035920205
2412,14.101591591100632
2413,18.959943609172463
2414,7.525064084709142
2416,21.40961260058901
2417,3.90894769765463
2418,67.09047196415003
2420,31.683045694025363
2421,32.746377024670984
