Run,Event,pt,eta,phi,Q,chiSq,dxy,iso,MET,phiMET
172822,1739837881,26.3849,1.5703,-2.02655,-1,1.2169,0.0403021,1.02303,20.9443,1.14044
172822,1739871137,44.5121,-0.229297,-1.91334,1,0.704679,0.0508746,0.406986,34.0691,0.431325
172822,1739913409,37.4082,0.388731,-2.87289,-1,0.624513,-0.0292054,0,49.8981,-0.0836455
172822,1739909577,49.0535,0.405809,0.276599,1,0.715047,0.0272236,1.08941,18.6275,-1.42868
172822,1739999305,52.113,2.05881,2.24633,-1,1.2931,-0.0852275,1.50976,35.8269,-0.603129
172822,1739986665,33.4759,-0.975565,-2.55135,1,55.2472,-0.00341084,32.5927,44.9297,-2.40925
172822,1738880855,33.4372,0.0418322,-2.88594,-1,2.05882,-0.0861546,50.059,32.9524,-0.212674
172822,1738930727,49.5287,0.623279,-0.809079,-1,3.32634,0.0895369,11.322,17.5553,0.872959
172822,1738967871,39.1226,-0.198361,-0.722877,1,0.936967,0.081196,1.36192,22.1923,-3.14061
172822,1739252591,33.0109,0.73209,3.09001,1,0.647492,-0.0572944,0.282592,40.0358,-0.320276
172822,1739317943,34.0667,1.31533,0.931809,-1,1.12749,-0.0273052,0.396545,42.1539,-2.37105
172822,1739475559,28.2221,-0.477482,1.13677,1,0.859928,-0.0481501,56.049,10.162,2.29023
172822,1739488199,36.7053,0.692137,2.87511,-1,0.746575,-0.0710361,2.40035,45.2869,-0.627108
172822,1739538679,40.4657,0.23603,-1.71195,1,16.591,0.0597421,17.4074,37.4345,-1.90905
172822,1739568943,31.5866,-1.80596,-0.839244,1,1.11319,0.0693586,21.1652,13.7643,0.0375554
172822,1739638367,35.5245,1.5678,2.56436,-1,2.33883,-0.0813612,1.17156,8.1814,-2.07074
172822,1739765175,42.5567,0.520471,0.305361,1,0.48234,0.0280927,0.611592,62.8215,-2.79464
172822,1739805279,31.1594,-0.350736,-0.61676,-1,70.1113,0.0750597,6.67732,31.1315,-0.483036
172822,1739939615,34.5725,-0.492624,2.05535,-1,0.758107,-0.0743623,30.9536,17.5393,-1.12129
172822,1739990967,29.8168,0.296193,2.84772,1,119.399,-0.0653333,60.1372,7.03077,-2.0681
172822,1739994463,39.8657,-1.97732,-0.133774,-1,0.63999,0.0589714,1.01911,37.822,2.98032
172822,1739970503,47.1949,0.722791,-2.67591,-1,0.865748,-0.0156959,0.697729,59.0231,0.166098
172822,1739992551,26.6328,-1.56472,1.69624,1,0.668241,-0.0731101,0.392459,46.2824,-0.522453
172822,1738894717,36.7655,-1.81427,2.98685,1,0.885226,-0.0602315,12.1044,28.5137,-0.646731
172822,1738890005,39.3256,-1.73827,-0.330258,-1,0.976891,0.0698046,1.18895,40.1285,2.80875
172822,1739186789,32.0306,-0.417896,2.26091,1,2.52921,-0.0911767,17.2256,4.46457,-2.52527
172822,1739207253,83.3851,-1.54306,-0.92137,1,0.768878,0.0907741,0.255222,18.4536,1.78715
172822,1739359541,32.3086,-0.148938,-1.42607,1,3.64866,0.0747364,51.1817,0.406751,2.51652
172822,1739336645,34.6814,1.03284,2.45947,1,0.71499,-0.0829204,61.4063,18.0361,2.29561
172822,1739427797,40.8797,0.165595,-0.593168,1,3.35479,0.0821814,35.2693,15.5005,-2.06528
172822,1739459229,35.136,1.27897,2.89464,-1,0.931185,-0.286961,12.9362,23.5067,-2.86258
172822,1739509021,37.7405,-0.466754,0.802767,-1,1.53123,-0.00600387,95.6241,34.2463,1.15342
172822,1739572565,27.4665,1.96508,-1.04084,1,0.943396,0.0878806,0.545266,19.8841,2.20592
172822,1739686325,37.323,-0.245905,-1.48748,1,1.43823,0.077047,2.10077,34.9705,2.00939
172822,1739836613,44.2003,0.516535,0.871159,-1,1.00393,-0.019746,36.606,12.8939,0.513184
172822,1739843325,29.9959,-1.75774,-1.03518,-1,0.695092,0.113335,44.6415,13.7109,2.93605
172822,1739818445,32.2452,-0.300931,2.81834,1,84.2405,-0.0728463,44.4893,32.7365,-1.22229
172822,1740025797,30.145,0.202376,-0.385899,1,0.988871,0.0751247,15.1291,24.5283,0.0239142
172822,1740016613,25.047,0.642063,1.1846,1,1.25177,-0.0572826,7.51767,13.1064,0.228526
172822,1739102558,43.4005,1.1844,2.44073,1,1.53007,-0.084182,4.60946,44.5267,-0.50623
172822,1739180806,30.6809,0.576984,1.02511,1,1.18576,-0.0369537,0.492062,10.5682,1.54377
172822,1739274358,47.6038,-1.61372,-2.79199,-1,2.69505,-0.0171405,22.2693,22.9773,-0.195908
172822,1739315926,35.2365,-1.76301,1.23139,1,0.908888,-0.0513483,7.51461,7.10325,2.00609
172822,1739463990,30.0956,0.108229,-1.14223,1,2.4979,0.0884999,160.422,10.8812,2.75952
172822,1739468134,85.5032,-1.85507,-2.59767,1,6.90076,-0.00460944,0.941104,71.8383,-1.17923
172822,1739568134,28.9932,0.0650923,-0.0296767,1,1.08164,0.0525845,2.09607,24.3629,-2.85815
172822,1739616998,32.8178,-0.738343,1.37553,1,0.740508,-0.085742,28.1437,5.21894,0.773581
172822,1739654190,29.6845,1.19258,-0.960517,-1,12.7158,0.0899145,0.225066,21.0511,-1.72784
172822,1739807566,31.309,-1.47552,-1.95402,-1,0.534849,0.0422703,3.70948,9.80056,-2.53499
172822,1739882046,38.2191,-1.13091,2.52069,1,1.26195,-0.079442,0.481523,37.2066,-0.472446
172822,1739941670,37.0028,1.01807,-2.25593,1,0.46807,0.0253842,0.2161,31.4322,-0.989723
172822,1739973238,52.4487,1.76516,-1.58286,1,0.550208,0.0653927,29.3339,17.7376,-0.723993
172822,1739984302,34.4688,-1.14497,-1.87796,-1,1.2244,0.0447899,20.8364,14.9924,-2.13802
172822,1740016110,31.1579,0.404887,2.7156,1,4.15284,-0.0766391,23.8037,27.1951,0.375272
172822,1740078246,42.3939,1.3997,-1.23523,-1,1.25317,-0.0808843,5.23593,22.4086,1.78852
172822,1740070382,44.3016,1.35348,-0.85521,-1,0.991223,-0.0692127,1.12169,56.8691,2.75373
172822,1738864386,30.1408,-1.04762,-1.18424,1,0.683762,0.0946371,21.7284,12.3544,1.63455
172822,1739131018,37.8093,0.857973,-2.11075,1,0.722364,0.0347345,1.29689,63.311,1.45961
172822,1739216858,31.8478,-0.7446,-2.63016,-1,1.5006,-0.0118603,30.3387,18.6461,-2.34954
172822,1739247226,32.1501,1.60516,-2.94288,1,0.672038,-0.0772965,5.77871,23.4991,-0.189355
172822,1739277026,32.7928,-1.09514,2.31544,1,1.06455,-0.0831828,0.33669,36.0864,-1.83181
172822,1739326426,37.974,0.160792,-1.83312,-1,1.23672,0.0646096,14.8685,43.1782,-2.06833
172822,1739444050,27.4748,1.26135,-2.91317,1,1.18972,-0.0311077,0.682709,59.8921,-0.031469
172822,1739485282,34.046,-1.82328,2.64593,-1,0.788529,0.0729101,100.295,16.1671,2.53226
172822,1739542234,29.3112,0.863737,-1.25178,-1,1.22197,0.0794641,1.86582,31.0121,1.21192
172822,1739814938,46.5721,-0.385052,-2.32861,-1,0.704301,0.0106528,49.7509,31.4091,-1.98428
172822,1739896354,47.8088,2.09419,2.61625,1,0.982479,-0.0775083,0.855789,32.9858,-0.111537
172822,1739959946,30.8971,1.01048,1.03836,-1,0.826897,-0.039988,12.2135,1.02747,-1.65743
172822,1738877364,42.3001,0.315756,0.667427,-1,0.880324,0.002954,11.6508,12.4861,-2.6808
172822,1738905772,38.6966,1.27178,-0.53936,1,1.26747,0.0799702,2.09537,32.0293,2.05179
172822,1738936260,38.2602,0.350184,-1.17047,-1,1.8048,0.0873429,2.67824,35.6827,2.13433
172822,1739105596,25.9256,-0.471572,2.01788,1,0.853397,-0.0831359,1.06762,45.4219,-1.19651
172822,1739173284,39.238,0.0459512,1.57678,1,1.87794,-0.0724566,17.8545,28.2564,-1.44745
172822,1739204156,33.04,1.54272,-2.00426,-1,0.837896,0.0402903,0.251809,30.8792,0.884944
172822,1739222628,31.0974,-0.825632,-2.10767,-1,0.879221,0.0291074,9.15178,15.1858,-1.46688
172822,1739248268,38.369,0.837373,1.88172,-1,1.7991,-0.0828341,1.74019,37.1417,-1.55379
172822,1739314924,34.0292,-0.670513,2.56944,1,226.238,-0.0836806,53.8156,8.64783,2.08343
172822,1739735380,41.8171,-0.273911,2.13477,-1,0.739861,-0.0887704,0.698756,52.0536,-1.58752
172822,1739727916,41.0257,0.101748,-2.34254,-1,0.509652,0.0156994,2.40134,12.3488,-1.07432
172822,1739736796,25.5777,0.534023,-1.07314,1,1.10173,0.0837545,0.876762,25.5744,2.29526
172822,1739763996,36.4669,-0.179455,2.23002,-1,9.74276,-0.0825376,20.0494,11.5741,2.60676
172822,1739914804,45.0365,-0.764499,2.49646,-1,1.44539,-0.0802015,9.05003,25.573,0.74381
172822,1740004052,98.3124,-0.938058,0.021851,-1,1.1465,0.0505569,0.911845,41.605,-2.8741
172822,1740055780,36.392,0.986825,-1.72076,1,0.712364,0.0581681,0,54.4569,1.63007
172822,1738998227,42.7267,-1.79935,0.749642,1,0.71101,-0.0216535,0.284826,27.9708,-2.14193
172822,1739070027,29.7333,1.84685,0.707252,-1,1.18052,-0.0144705,0.258584,24.5463,-1.55514
172822,1739039843,52.8452,-2.09943,0.304963,-1,0.875738,0.0207377,0,16.7362,2.35012
172822,1739107003,31.7593,1.32076,-0.780015,1,0.750392,0.0908314,0.857679,32.0599,2.46229
172822,1739105339,44.1941,0.657342,-2.21047,-1,1.05125,0.00278862,44.6371,25.2842,-1.48886
172822,1739178387,26.2738,0.0876868,2.03541,1,0.565309,-0.0844925,7.08193,17.2605,-0.968136
172822,1739227531,46.4257,0.567397,-1.57763,1,1.00435,0.0712451,2.30249,31.6546,1.33889
172822,1739352699,28.8857,-0.20662,-0.0614368,-1,1.54396,0.0552662,0.83607,44.3125,2.72558
172822,1739395019,38.7313,1.26985,1.06637,1,0.575772,-0.0355326,0,54.3228,-1.885
172822,1739390891,39.846,0.401228,1.42516,-1,1.3918,-0.0610964,1.39278,40.4837,-1.94988
172822,1739622011,54.6538,0.572893,-2.58371,1,1.12683,-0.00390832,0.201809,42.0618,1.02072
172822,1739726803,42.662,0.513853,2.09184,1,22.8423,-0.0897573,24.4695,0.614542,-1.74517
172822,1739894771,40.9698,-0.620152,0.64798,1,0.722161,-0.00516475,7.51482,3.92941,-2.95217
172822,1739904011,29.9458,1.41056,0.964667,1,1.26605,-0.162198,12.4976,10.2976,0.0571446
172822,1739873523,45.149,1.28652,1.12808,1,0.746399,-0.0498251,53.2569,26.7903,1.22955
172822,1739926123,29.3514,-1.75352,-1.40665,1,0.693097,0.0782553,0.700434,38.2678,1.16913
172822,1738984297,25.0017,1.04782,-0.67031,1,5.0922,0.080191,1.23841,7.92067,-2.53426
172822,1739037377,39.7166,1.52484,-3.10928,1,0.573482,-0.04667,0.897259,53.772,0.142699
172822,1739129329,27.0137,0.159552,-1.924,1,12.184,0.0371437,1.26853,5.54295,-2.55671
172822,1739340833,30.9812,-0.161123,-0.227815,1,131.698,0.0799542,3.57934,16.4904,2.21761
172822,1739378041,39.8023,0.949385,-0.0477587,-1,2.56689,0.0551793,0.284676,28.4676,2.38232
172822,1739665017,44.1372,-0.252344,-2.25212,1,23.4494,0.0231602,2.3014,15.1672,1.64461
172822,1739721681,35.3564,0.554876,0.624888,-1,1.4168,0.00242435,27.9745,21.5257,-2.27961
172822,1739738185,49.5039,-1.41816,-1.8601,1,0.705791,0.0502859,1.21189,52.285,2.69541
172822,1739773801,32.7617,0.586483,0.341168,-1,1.95919,0.0247567,5.53687,13.1732,-3.08095
172822,1739846017,32.6196,-0.295506,-0.79375,-1,11.6246,0.0966874,2.68761,28.3153,-0.562236
172822,1739882233,33.1135,-0.73982,-1.64857,-1,1.48561,0.0670641,0.301806,31.9877,1.67029
172822,1739906593,71.4245,-1.78269,-3.14117,1,0.963681,-0.0462593,1.25789,38.7837,-1.61263
172822,1739974361,27.211,-0.666658,2.50736,1,0.908346,-0.0797424,0.893242,23.5486,-1.06035
172822,1740037337,29.3391,1.62854,2.00065,1,1.32488,-0.0800102,0.338399,27.3848,-2.08481
172822,1740066825,28.3049,-0.11783,1.83638,-1,0.769485,-0.0846622,1.69518,37.416,-1.67924
172822,1740058569,63.4009,0.388424,-0.900887,-1,10.9912,0.0862692,26.4721,2.82784,-0.655011
172822,1740080721,53.1499,-0.505672,-2.21452,1,152.735,0.0389588,20.7487,13.4213,-1.67584
172822,1738865491,45.7071,0.732404,-2.59191,1,56.5055,0.0539019,5.32399,8.10152,1.54246
172822,1738904251,33.9952,-1.13272,-0.956094,1,0.65296,0.0932926,18.9842,9.96501,-1.73674
172822,1739013427,36.2728,-1.05327,2.03333,1,1.10354,-0.0851166,0.226404,52.4027,-1.60575
172822,1739246443,29.4511,0.0615777,0.328204,-1,0.999554,0.0250956,0,55.0637,-2.48615
172822,1739292635,33.9125,1.4179,-1.67315,-1,1.13795,0.0545834,16.1498,13.2673,-1.52899
172822,1739500187,36.6175,1.30452,1.97537,-1,1.18419,-0.0960304,3.64632,3.17208,-1.66091
172822,1739518859,40.3685,-1.97727,2.20244,1,0.803324,-0.0854309,0,41.589,-0.860789
172822,1739547603,29.7853,1.90761,2.13869,-1,0.891858,0.0653509,107.574,22.7582,2.68309
172822,1739607955,25.3665,-1.68659,2.15962,1,15.5474,-0.0863223,4.04977,16.6339,1.02088
172822,1739678595,30.2671,1.0877,2.44327,-1,1.01918,-0.0885038,27.3451,19.681,1.03563
172822,1739739931,42.757,0.525331,1.13694,-1,1.13704,-0.0987928,11.3439,17.7005,-1.58819
172822,1739981443,33.5386,-0.682582,-1.35362,1,0.890877,0.08068,24.2267,27.1359,-0.404421
172822,1740075043,36.5519,-0.46628,0.56568,1,1.82813,0.00547215,0.244705,25.0907,-2.28831
172822,1738906380,27.5853,1.79002,0.589921,-1,0.987434,0.000922615,0.456555,41.9678,-2.20003
172822,1738930892,28.8031,-0.50894,-2.60549,-1,0.800539,-0.00800106,3.75238,27.7246,-2.96011
172822,1739022060,34.6721,-0.460134,2.09075,-1,28.4684,-0.0849088,1.37095,10.2686,-1.50883
172822,1739116900,35.4066,0.653445,0.813623,-1,1.3706,-0.0134194,22.1167,11.378,-2.44962
172822,1739275780,44.1262,0.817518,1.7411,1,0.833163,-0.0775608,0.853626,42.1515,-1.07323
172822,1739296116,33.9733,-0.578624,-0.371398,1,1.0194,0.0776017,13.6095,17.4215,2.547
172822,1739387708,30.0719,-0.553875,-1.09214,-1,0.456659,0.101406,44.9837,23.8365,-0.841466
172822,1739483516,42.291,0.646545,2.6411,-1,1.56226,-0.0783587,2.01692,61.4865,-0.4951
172822,1739524580,35.2473,-0.413347,-3.09567,-1,5.11958,-0.0457369,43.2927,24.6155,0.175538
172822,1739533524,51.5063,-1.57378,1.03818,1,0.691031,-0.0376091,0.710087,60.4282,-1.15319
172822,1739623340,26.3773,-1.77824,3.06281,1,0.765811,-0.0697172,3.01445,30.1983,2.66178
172822,1739694348,30.7472,-0.99032,-0.508977,1,0.726045,0.0770846,0.954935,38.9696,-3.09336
172822,1739711172,28.329,0.941895,1.25527,-1,1.84252,-0.0654951,3.18861,25.2903,0.423198
172822,1739878636,40.2083,0.758245,2.0027,-1,1.12985,-0.0857862,0.286635,46.6414,-1.3414
172822,1739877348,32.5469,1.85341,2.33473,-1,0.887661,-0.0858957,8.62268,5.62329,-1.6034
172822,1739916276,92.7787,-0.999472,-0.235236,1,1.51149,0.058558,0,39.7034,2.79325
172822,1740002556,34.0166,1.37042,0.77711,-1,0.400564,-0.015576,0.472735,18.1628,2.25413
172822,1740027172,33.9466,1.12747,2.85092,-1,0.987208,-0.0570488,114.56,19.2973,2.26789
172822,1738936016,25.8048,-0.549052,-2.10977,1,0.694097,0.0355035,0,24.482,1.33375
172822,1738936760,34.6868,0.417466,2.29506,1,0.761643,-0.093099,74.7786,39.4246,-1.48672
172822,1739030696,36.2892,-1.92577,-1.60687,1,0.998835,0.0675738,6.70336,20.3375,1.43973
172822,1739102048,69.6022,-0.220657,-2.84134,-1,0.0489081,-0.0251494,22.5099,16.63,-0.515397
172822,1739158264,40.2938,-0.201948,-2.7841,-1,0.691364,-0.0228607,2.43066,43.9166,0.224136
172822,1739201920,37.5883,0.869428,2.50077,-1,0.512351,-0.0856572,0.931003,38.4395,-0.529742
172822,1739311744,50.2088,0.589064,1.56494,1,50.0427,-0.0706389,22.7247,18.1582,-0.982548
172822,1739460024,30.5572,0.00447695,-2.88954,1,0.881636,-0.0263188,25.7069,8.28775,-1.91154
172822,1739523512,32.623,-0.143294,0.190198,-1,0.722599,0.0312105,50.9035,18.2938,-0.513302
172822,1739560768,27.1722,-0.308968,1.66911,1,1.81226,-0.0716328,13.134,33.9108,-1.03665
172822,1739558056,37.9875,0.0298407,1.69062,1,19.0612,-0.085424,77.1235,35.9171,-1.07075
172822,1739633224,31.3175,-1.42456,0.767722,-1,1.13136,-0.0179264,7.78797,17.0039,0.111963
172822,1739874216,33.5753,1.25462,-2.56225,1,1.08077,-0.00436583,0,30.614,0.0821335
172822,1739936472,39.6154,-0.882945,2.36539,-1,0.721589,-0.107327,17.6092,2.41654,-1.88924
172822,1739954544,44.1227,1.4278,0.578357,1,0.875027,0.00520008,0.764921,27.4499,2.50608
172822,1740032344,30.0903,-1.20153,1.8503,1,3.05892,-0.0694891,26.5151,9.26837,-0.736606
172822,1740079200,45.1106,-0.0146017,0.795302,-1,167.345,-0.01436,24.4329,18.3313,-2.30418
172822,1740065200,51.6665,0.770834,2.86406,1,1.39552,-0.0639574,0,36.8283,-0.830714
172822,1738927592,33.8916,-0.448721,-1.38814,-1,1.16835,0.0759405,1.70545,24.6726,1.32969
172822,1739049920,36.6863,1.79115,-1.16299,1,1.84807,0.0863019,60.8411,18.6856,-2.89946
172822,1739129048,30.557,-0.344973,1.02038,1,0.709788,-0.113479,17.0664,30.5632,0.944556
172822,1739224184,32.6401,-1.0158,1.57518,1,9.49608,-0.0641369,22.1039,2.68588,-2.14578
172822,1739223720,32.6895,-1.77794,-3.1128,-1,0.78184,-0.0493288,0.629937,30.2217,-0.483035
172822,1739267600,28.5946,-0.279753,-1.45424,1,0.917344,0.0715351,0.627635,30.602,1.47311
172822,1739246104,26.0937,1.46812,-2.26273,1,0.851409,0.0198341,0,31.6575,0.705759
172822,1739369424,52.8385,0.874359,-0.656729,-1,0.382184,0.0867882,20.3406,14.1015,0.866589
172822,1739385048,32.0731,0.820014,0.978436,1,0.976873,-0.0302023,4.57132,10.7059,1.23859
172822,1739368096,31.2574,-0.507789,2.89472,1,0.842698,-0.0665185,0.33089,49.4854,-0.288153
172822,1739470448,30.4128,-1.0553,2.87672,-1,4.80089,-0.0647016,18.5202,28.6456,-0.479252
172822,1739540176,31.4224,-0.0668432,2.50033,-1,1.04178,-0.0835391,3.08295,46.0105,-0.92582
172822,1739549968,35.0639,-0.569648,-1.17139,1,0.669831,0.0831406,22.0563,34.7262,-1.36727
172822,1739608368,76.7919,1.63545,2.10894,-1,0.944546,-0.0846855,0.329608,36.053,-0.293958
172822,1739629680,34.3753,-2.07064,1.5861,-1,0.861839,-0.0496044,23.5447,14.4133,-0.761685
172822,1739663680,41.0737,-0.620888,3.06231,-1,1.33764,-0.0513165,17.064,7.63265,-0.36105
172822,1739683400,29.7085,-1.15351,2.91117,-1,1.67007,-0.062242,0.965025,20.4389,-1.60599
172822,1739777832,53.8439,0.810293,0.660158,-1,1.1426,-0.00665621,34.4385,9.05723,-0.531579
172822,1739784176,41.2473,-1.93764,-0.881758,-1,1.27525,0.0826233,14.9308,3.79488,0.915598
172822,1739847112,39.4368,-1.34972,-0.584711,-1,0.902111,0.0824844,4.51749,17.9916,-1.98498
172822,1739925208,38.7572,-1.45162,3.10885,1,1.46297,-0.0516907,0.753103,21.0936,-1.33242
172822,1739001751,33.2643,0.46277,-2.79238,1,0.894574,-0.0205846,14.2498,0.664401,3.07061
172822,1738985463,28.4169,0.725825,-0.0850325,1,0.362444,0.0606598,1.34041,20.8191,2.81702
172822,1739014519,41.5169,1.36195,-2.2067,1,0.826943,0.028046,0,41.6212,0.0107983
172822,1739031215,46.8916,-0.720292,-0.239669,1,0.842042,0.0647428,0.482685,2.71302,2.37958
172822,1739062031,39.4677,0.698762,-0.419776,1,0.913719,0.0748126,3.31105,50.824,2.92993
172822,1739036583,25.1987,1.69975,1.13909,1,0.836362,-0.0465272,0,32.0151,-2.81689
172822,1739269639,45.4065,0.933906,-0.185133,1,1.76496,0.0655172,1.78254,91.7087,0.916658
172822,1739390559,33.4986,0.713032,1.96016,-1,0.766098,-0.0839918,60.7343,8.69985,0.730012
172822,1739519551,45.4513,1.02569,0.588751,-1,1.22355,0.0012497,17.7201,7.45291,-3.13957
172822,1739586927,27.6897,-1.54111,-0.867236,1,0.748539,0.088089,22.248,26.0516,-0.279035
172822,1739625519,34.6912,-0.0844659,1.22964,-1,1.84158,-0.0550371,12.5278,11.8083,-1.72202
172822,1739658735,29.6788,0.902196,-2.71404,-1,1.01317,-0.0220504,21.1448,14.5451,2.91407
172822,1739712151,36.8805,-0.123741,0.026062,-1,1.11305,0.0606654,20.0089,6.75117,1.54504
172822,1739826471,39.5068,2.04865,-1.11276,1,1.23347,0.0863949,1.65568,39.6012,-2.8649
172822,1739931455,46.4643,0.149289,-1.4236,1,0.693189,0.0788965,0.377284,42.0431,1.57983
172822,1739935607,32.4396,0.0613568,2.33687,-1,1.00113,-0.105626,12.0398,7.32488,2.7221
172822,1740055631,34.041,0.702988,1.95397,1,0.866584,-0.0813301,0.576052,44.1246,-1.15635
172822,1738880685,40.326,-0.984887,-1.1029,1,2.42823,0.0842001,47.4438,25.1593,-0.532075
172822,1738948173,31.4546,0.366507,-3.07815,1,0.969546,-0.0496232,4.26422,7.81202,-0.457153
172822,1739070997,26.8548,-1.32325,2.98466,-1,0.503145,-0.0624701,0.201166,65.4481,0.52182
172822,1739188629,28.0649,-1.62012,1.6327,1,0.713721,-0.0771627,0.591654,54.3854,-0.9376
172822,1739262661,26.1939,0.424484,-0.20862,-1,0.859718,0.0642165,1.50813,14.074,-2.30189
172822,1739306125,26.0627,0.218291,-2.64357,-1,0.827752,-0.00842883,36.5977,0.491652,-2.90642
172822,1739452125,33.9626,1.19951,3.07543,1,1.06866,-0.0536282,0,33.4089,0.349319
172822,1739591509,31.3641,0.40891,0.281946,1,0.794864,0.0451536,37.0138,27.4745,-0.820543
172822,1739604981,88.9503,-0.230648,0.336094,1,20.4313,0.026749,103.456,33.6353,0.311525
172822,1739680501,25.0505,1.3178,0.410571,1,0.858158,0.0208738,1.14093,26.1008,1.03094
172822,1739707293,38.7854,-0.237933,-1.48907,-1,1.05646,0.0758653,0.46845,16.8081,-1.36634
172822,1739757077,42.5988,-1.18901,-0.0889328,-1,0.973518,0.0574156,37.8414,24.0225,-0.254113
172822,1739755581,44.8404,1.01774,1.15932,-1,1.91142,-0.0497001,0.757187,30.092,-2.08732
172822,1739775853,32.5361,0.156306,-2.17684,-1,6.88495,0.0329106,25.9284,9.96296,0.798137
172822,1739758245,37.3888,0.116725,-2.111,1,0.889633,0.0306082,83.9531,10.1952,-2.30584
172822,1739746797,36.0642,0.00304947,1.87898,1,6.19092,-0.346661,21.5823,12.8754,1.53335
172822,1739795909,36.9146,1.20446,-1.64131,-1,0.904445,0.0637483,0.86852,29.2775,1.4537
172822,1739963757,44.1352,-1.41766,-2.23711,-1,0.603854,0.0301075,0,31.1474,0.552087
172822,1740077237,36.8174,0.626504,0.0213691,-1,0.854243,0.0493424,0,37.9584,-2.83963
172822,1740070861,38.699,-1.23739,-0.882812,1,0.630183,0.08242,0,50.6472,-2.4185
172822,1740036493,30.9157,-0.104308,-2.07388,-1,0.988575,0.0572465,38.5273,18.1628,-2.03454
172822,1738878006,34.2248,0.0532635,-0.553722,1,65.1934,0.0785411,17.1974,25.3484,2.42221
172822,1739031926,29.9192,1.11857,1.65903,1,0.878325,-0.0757981,1.47679,29.8609,-1.08585
172822,1739120126,34.4642,0.646324,-1.93898,1,0.798016,0.0501926,0.542878,36.0413,0.939028
172822,1739461294,35.5175,-0.499316,0.0303063,1,1.09944,0.0417926,34.545,17.6822,-0.166052
172822,1739461998,31.143,0.558995,-0.178511,-1,0.84093,0.0605578,6.55038,25.9056,-3.13666
172822,1739489214,32.8179,0.706123,2.85787,1,0.625773,-0.0639561,11.6501,5.48678,-2.37925
172822,1739473318,34.5176,0.714381,2.28862,-1,0.668757,-0.084363,0,13.4201,-1.63464
172822,1739508414,36.9054,1.21596,-1.48089,-1,1.34058,-0.118144,125.537,5.44472,-0.859468
172822,1739551038,38.2544,0.774644,2.59652,1,0.651108,-0.08185,1.13309,56.1435,-0.208881
172822,1739611502,41.3135,-0.934303,1.5042,1,1.26,-0.0649754,12.7986,33.7221,-0.348214
172822,1739776486,47.7023,-0.0150484,-3.01851,-1,1.22924,-0.043295,68.0533,24.2816,2.73515
172822,1739838294,40.1166,1.80965,-2.84937,1,0.800586,-0.0280164,0.212088,48.4751,-0.0143447
172822,1739831614,40.2709,-0.526649,1.0595,1,0.510372,-0.0827119,32.0393,13.6815,-1.60994
172822,1739893734,33.2075,1.68086,-2.01992,-1,0.974808,0.0389942,14.6004,17.8532,-1.92282
172822,1739892286,38.8877,1.33537,0.0209391,1,1.0903,0.0461437,11.48,14.1416,-2.16293
172822,1739950798,37.5883,-1.13601,0.614819,-1,1.97096,0.0200871,4.52566,5.25121,-0.489897
172822,1739970782,25.4212,-0.0724777,0.250047,1,0.825177,0.0223338,29.8385,18.378,-2.83119
172822,1739955086,37.4695,-0.980484,2.31252,-1,1.57452,-0.0852813,2.28633,46.6887,-1.23768
172822,1739960502,31.7802,-0.151688,2.10194,1,0.51545,-0.0841967,1.94071,47.2009,-1.10394
172822,1740015430,29.9856,0.0847938,-2.29248,1,0.794722,0.0247248,16.1025,9.77872,-2.72792
172822,1740089694,31.5645,0.0427276,-0.264317,-1,0.644317,0.0560124,39.2147,12.802,2.04879
172822,1739856230,34.651,-1.61396,0.61432,-1,0.806874,-0.0593433,37.9236,30.084,-0.992052
172822,1740323338,49.3441,1.87825,-0.777545,-1,0.781901,0.0798146,1.45593,28.2725,-2.97761
172822,1740425954,33.3863,0.471206,1.05928,1,0.727656,-0.0411512,0.294224,43.4822,-1.95939
172822,1740524354,63.5439,-0.819038,-0.96015,1,1.32073,0.0846901,4.64709,64.3388,2.01839
172822,1740547994,47.6543,0.694436,-0.677178,-1,1.81274,0.07445,48.7846,25.4692,-0.97712
172822,1740699370,38.3044,0.607263,-0.854835,1,0.63692,0.151113,34.4403,32.6643,-1.22126
172822,1740705410,41.2346,0.115456,0.827255,-1,0.997177,-0.0162659,70.1586,18.9766,-1.80457
172822,1740762074,33.6797,0.314243,-2.83321,1,1.50823,-0.0123806,5.09569,52.0074,-3.02758
172822,1740851986,35.0017,0.430976,-3.07148,-1,1.19729,-0.0426219,32.4638,7.67219,2.46646
172822,1740871906,33.3697,1.30858,0.836618,1,0.795852,-0.0203362,2.75364,56.9466,-2.04193
172822,1741033042,40.2736,-0.27347,-1.43879,-1,0.911872,0.0702742,8.43979,10.4714,2.64268
172822,1741087818,38.9037,0.622136,-0.401061,1,0.560841,0.0762922,0,35.0512,2.84515
172822,1741150122,29.892,1.8063,-2.57392,-1,0.841313,-0.00470731,0,48.6845,-0.767696
172822,1741183882,30.5241,0.649532,-0.539609,1,0.713036,0.0961157,21.6611,3.94986,-0.232453
172822,1741272602,25.4743,-1.18879,-2.38184,-1,0.751323,-0.0066407,8.37662,17.415,2.1815
172822,1741308250,41.6866,-1.28866,-0.222685,-1,0.763255,0.0657809,0,40.038,2.53876
172822,1740123794,34.5981,-1.56608,2.82054,-1,1.28398,-0.051924,11.5667,9.91494,-1.11719
