Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2
149181,1671856628,30.9251,27.3559,13.2705,5.64898,30.4048,0.18474,0.45166,1,88.1149,-21.7852,-15.6109,-83.9401,26.801,-1.85938,-2.51982,-1
149181,1672052957,11.632,10.0636,1.15957,5.71689,10.1302,0.538009,0.114719,1,43.4706,-14.2599,1.72421,41.029,14.3638,1.77204,3.02126,-1
149181,1671718839,2.82552,-1.8722,-1.43745,-1.55312,2.36038,-0.617914,-2.48681,-1,8.48813,-1.45582,2.19346,-8.06955,2.63262,-1.83887,2.15675,1
149181,1671881985,79.8325,-15.7984,8.18465,77.8245,17.7927,2.18164,2.6636,1,26.9048,-0.594569,8.53493,25.5083,8.55562,1.81257,1.64035,-1
149181,1671692706,24.9523,-7.35941,-11.895,20.6631,13.9876,1.18208,-2.12485,-1,2.98814,0.180122,2.78339,1.07206,2.78921,0.375474,1.50617,1
149181,1672654262,105.133,-64.412,-25.643,-79.0341,69.3287,-0.976982,-2.76272,-1,68.7815,34.4759,-2.71416,-59.4554,34.5826,-1.31053,-0.0785642,1
149181,1672697215,102.636,8.80536,20.1939,100.244,22.0302,2.22021,1.15961,-1,10.4694,-2.62144,-0.931887,-10.093,2.78215,-2.00024,-2.80004,1
149181,1672547008,7.76571,-1.62538,-6.60297,3.75035,6.80008,0.526808,-1.81216,1,11.8268,3.83758,-0.466597,-11.1772,3.86584,-1.78349,-0.120992,1
149181,1672725257,20.8907,16.3696,-9.74936,8.56789,19.0529,0.435766,-0.537161,-1,4.59033,2.95001,-3.29764,1.22238,4.42459,0.27287,-0.840983,1
149181,1673192401,10.349,-2.68582,-1.38737,-9.89766,3.02298,-1.90175,-2.66479,-1,58.513,9.38893,-8.12082,57.181,12.4137,2.23215,-0.713101,-1
149181,1673173970,126.741,-20.7787,42.9135,117.431,47.6794,1.63337,2.02172,1,5.22856,-0.62427,-4.74539,2.10462,4.78628,0.426657,-1.7016,-1
149181,1672872403,31.1507,13.5582,-6.65895,-27.2433,15.1052,-1.35217,-0.456532,-1,23.2777,-5.83213,-0.389479,22.5319,5.84513,2.05889,-3.07491,1
149181,1673045307,2.6272,-2.60848,0.0648336,-0.306252,2.60929,-0.117102,3.11674,-1,161.625,2.98512,-32.1977,158.358,32.3358,2.29209,-1.47835,1
149181,1673236940,36.6776,4.56145,3.99018,-36.1734,6.06039,-2.48664,0.718695,1,8.11472,-6.04848,-5.39254,-0.430342,8.1033,-0.0530821,-2.41346,1
149181,1673573188,24.862,-6.27627,-19.7951,13.6705,20.7662,0.618173,-1.87783,-1,121.474,6.0651,18.3959,119.92,19.37,2.52271,1.25232,-1
149181,1673970277,101.032,11.6973,11.072,-99.7397,16.1063,-2.52296,0.757943,-1,2.89794,0.991109,2.72231,0.0691212,2.89711,0.0238564,1.22164,1
149181,1673600190,2.45153,1.29039,1.96038,-0.708358,2.34696,-0.297415,0.988653,1,106.255,-3.24758,-19.3434,104.429,19.6141,2.37411,-1.73714,1
149181,1673871703,22.3329,-9.57883,19.5176,-5.10578,21.7415,-0.232734,2.02704,-1,298.058,-20.7549,56.7453,-291.87,60.4218,-2.27865,1.92144,1
149181,1673603731,36.9499,18.1523,-2.37262,32.0961,18.3067,1.32751,-0.12997,1,5.0642,-4.81683,1.52412,-0.348364,5.0522,-0.0688984,2.83514,-1
149181,1674578348,104.187,-1.91041,24.8183,101.17,24.8917,2.11022,1.64762,-1,12.3201,-2.53288,3.89247,11.4113,4.644,1.63122,2.14767,1
149181,1674245381,147.267,-9.54569,-22.9815,145.15,24.8851,2.46391,-1.96448,1,2.56928,0.147236,2.31461,1.10549,2.31929,0.46023,1.50727,1
149181,1674042646,90.0635,-9.60939,17.3319,87.8561,19.8176,2.19476,2.07704,1,15.7172,-0.0985273,-5.37029,-14.771,5.37119,-1.73629,-1.58914,1
149181,1674183062,39.1458,11.614,31.7424,19.7465,33.8004,0.555237,1.22004,-1,24.8723,1.4792,5.37579,24.2393,5.57559,2.1757,1.30228,1
149181,1674190342,45.5353,-1.76232,19.6969,41.017,19.7756,1.4763,1.66003,-1,11.5026,3.01103,1.80339,10.9541,3.50978,1.85604,0.539631,1
149181,1674623096,4.04692,2.4702,1.83122,2.63103,3.07494,0.775527,0.637927,-1,20.4054,17.4355,5.07206,9.30903,18.1583,0.492507,0.283091,1
149181,1674786776,3.33934,-1.05788,-2.35774,2.11498,2.58419,0.746997,-1.99256,-1,396.749,48.1161,46.3581,391.083,66.8149,2.46736,0.766792,-1
149181,1674665745,35.3438,3.82628,7.64831,34.2936,8.55202,2.09713,1.10693,1,34.7471,2.55527,10.5599,33.0048,10.8647,1.83034,1.33338,-1
149181,1674783353,2.17177,1.60573,1.40164,0.416671,2.13142,0.194266,0.717637,-1,97.1056,15.1487,-10.7836,-95.3086,18.5949,-2.33676,-0.618632,1
149181,1674006931,3.01838,1.42388,0.619003,-2.58844,1.55261,-1.28405,0.410083,1,4.76278,-2.56448,-1.08208,3.86479,2.78343,1.13128,-2.74231,1
149181,1674557699,22.3844,-16.8293,-10.4222,-10.4506,19.7951,-0.50606,-2.58711,1,9.66444,1.10431,-3.10077,-9.08665,3.29155,-1.73989,-1.22866,-1
149181,1674694059,23.5897,-10.2394,17.1293,12.5784,19.9564,0.594629,2.10958,1,5.16684,-3.83193,3.4592,0.215376,5.16235,0.0417086,2.40727,-1
149181,821457780,18.9748,-1.96649,4.85925,-18.2363,5.24208,-1.95989,1.95534,1,32.8895,24.6669,-15.6463,-15.1146,29.2107,-0.496751,-0.565261,-1
149181,821654455,129.19,22.0666,-27.6415,124.254,35.3693,1.9693,-0.897086,1,4.33646,2.10141,0.476397,3.76324,2.15474,1.32416,0.222935,-1
149181,821847863,171.719,23.7654,40.4249,-165.193,46.8931,-1.97195,1.03933,-1,8.95819,-0.334437,6.24277,-6.41601,6.25172,-0.899834,1.62432,-1
149181,821218608,22.6875,-22.0292,3.71603,3.95335,22.3404,0.176049,2.97448,-1,4.08454,-1.92076,-2.21426,2.84451,2.93126,0.860291,-2.28533,1
149181,821255400,127.253,-11.7141,25.4075,-124.139,27.9779,-2.1956,2.0028,1,24.7264,4.13066,-4.72902,-23.9159,6.27901,-2.04728,-0.852833,1
149181,821610051,158.222,-18.838,-22.3988,155.492,29.2673,2.37201,-2.27006,-1,31.5927,1.09175,4.96695,31.1807,5.08552,2.51313,1.35443,-1
149181,822352516,27.6551,-14.1539,-13.4333,19.5964,19.5138,0.884365,-2.38231,-1,48.8306,8.19159,13.6236,46.1706,15.8967,1.78778,1.02944,1
149181,822874476,5.44893,0.134243,3.47816,4.19228,3.48075,1.0188,1.53222,1,70.9273,-4.86335,28.5414,64.7488,28.9528,1.5446,1.73957,1
149181,822466246,18.8856,-3.39024,1.05052,-18.549,3.54927,-2.35585,2.84111,-1,152.225,-22.0809,-18.5259,-149.471,28.8232,-2.34824,-2.44352,1
149181,822009455,103.83,10.7742,14.0485,-102.309,17.7043,-2.45474,0.91655,1,10.8478,-1.26334,-1.69354,10.64,2.11284,2.31945,-2.21172,1
149181,822097024,3.23385,-1.11944,-3.03277,0.0830642,3.23278,0.0256915,-1.9244,-1,107.654,1.44413,23.3956,-105.071,23.4401,-2.20555,1.50915,-1
149181,822735192,2.65065,-2.40754,0.693575,-0.865243,2.50545,-0.338824,2.8611,1,115.818,22.2754,-1.49507,-113.646,22.3255,-2.33002,-0.067017,1
149181,822800080,128.767,22.7397,34.1383,-122.059,41.0185,-1.81073,0.983181,-1,4.02881,0.0921895,1.06355,3.8848,1.06754,2.00323,1.48433,1
149181,822826936,135.014,-25.2792,-3.89818,-132.569,25.5779,-2.3477,-2.98859,-1,16.2817,5.79382,0.640849,15.2025,5.82916,1.68661,0.110161,1
149181,822990256,94.2122,2.28574,-30.2835,-89.1831,30.3696,-1.7982,-1.49546,-1,11.4437,1.25167,3.53287,10.8125,3.74805,1.78139,1.2303,-1
149181,825270661,7.32037,-0.975437,4.12388,5.96909,4.23767,1.14296,1.80306,-1,81.3879,-3.34007,-29.2451,-75.8786,29.4352,-1.67575,-1.68451,-1
149181,825665485,40.1041,27.0144,-10.1226,27.8584,28.8486,0.856893,-0.358516,1,11.836,-0.449004,11.1166,4.03853,11.1257,0.355459,1.61116,-1
149181,825279238,3.69529,2.57244,0.151066,-2.64856,2.57687,-0.900909,0.0586575,1,104.361,-12.9021,-20.2862,-101.554,24.0415,-2.14768,-2.13727,1
149181,825415190,36.6871,-24.7806,8.78398,25.5873,26.2913,0.86231,2.80094,1,11.692,3.28811,1.02592,11.1731,3.44444,1.89285,0.302438,1
149181,825477782,2.94736,-2.52612,-1.51771,-0.0465812,2.94699,-0.0158057,-2.60058,1,26.8599,-17.5779,16.1571,12.3051,23.8754,0.494932,2.39829,-1
149181,825762014,94.5528,2.63338,18.9183,-92.6034,19.1007,-2.28222,1.43249,-1,21.9507,-3.35733,-8.28264,20.0489,8.93721,1.54744,-1.9559,-1
149181,826118857,112.267,-23.6946,10.3963,109.244,25.8751,2.14719,2.72812,-1,6.25962,0.20929,-5.161,3.53598,5.16524,0.639981,-1.53027,-1
149181,826145281,114.362,21.8561,-2.46447,-112.227,21.9946,-2.33234,-0.112284,1,156.38,-49.4868,-25.0734,-146.209,55.4763,-1.69642,-2.67262,1
149181,825959594,8.5641,-4.55193,-3.74943,6.21011,5.89731,0.918386,-2.45256,-1,167.802,-15.6938,31.2405,164.12,34.9609,2.25067,2.03633,-1
149181,825285091,5.26571,-3.39329,-0.243413,-4.01921,3.40201,-1.00403,-3.06998,-1,126.183,14.3254,-16.6943,124.251,21.9981,2.43224,-0.861618,1
149181,825614963,47.2612,-1.13508,10.6718,-46.0266,10.732,-2.16246,1.67676,-1,56.5473,9.60571,-21.0129,-51.6119,23.1043,-1.54358,-1.14202,-1
149181,826446092,52.4242,3.20571,-28.3589,-43.975,28.5395,-1.21721,-1.45823,1,13.1129,2.43294,2.46515,12.6472,3.46355,2.00653,0.791974,-1
149181,826672836,2.41919,1.0334,2.1762,0.220781,2.4091,0.0915169,1.12746,-1,35.3449,-11.8418,22.6433,24.4196,25.5529,0.849662,2.05265,1
149181,826877484,2.78984,1.86005,-2.07708,-0.0955876,2.7882,-0.0342762,-0.840465,-1,91.9568,15.8826,15.6697,89.209,22.3114,2.09432,0.778651,1
149181,826904308,184.849,31.503,-16.1099,-181.431,35.3831,-2.33717,-0.472709,-1,6.94011,-6.59396,-0.1676,2.15793,6.59609,0.321582,-3.11618,-1
149181,827217244,55.0097,30.1823,-8.48047,-45.2015,31.3511,-1.16203,-0.273913,1,126.094,-19.2566,11.4992,-124.083,22.4287,-2.41183,2.60327,-1
149181,827241484,2.5626,1.11728,-0.61899,-2.22158,1.27729,-1.32057,-0.505919,1,53.0207,-18.1567,14.6564,47.6101,23.334,1.46155,2.46246,-1
149181,826368733,5.53773,-1.34067,0.0499537,-5.37277,1.3416,-2.09586,3.10435,1,102.908,17.6172,2.81762,101.35,17.841,2.43788,0.158593,-1
149181,826646662,17.3076,-0.31133,-4.50172,-16.709,4.51248,-2.02,-1.63984,-1,125.155,10.8025,18.0496,123.375,21.0353,2.46936,1.03149,-1
149181,826919766,75.3172,15.6931,-13.0343,72.5018,20.4001,1.98045,-0.693108,-1,36.0236,-20.1698,25.9893,-14.6778,32.8978,-0.43255,2.23078,1
149181,826578385,17.4936,-14.6731,-9.47706,0.953424,17.4676,0.0545555,-2.56812,1,18.4329,14.1211,11.4009,3.22304,18.149,0.176668,0.679217,-1
149181,826804569,43.4986,-3.5268,-14.722,40.7793,15.1386,1.71687,-1.80592,1,9.98634,1.29263,-2.60264,-9.55418,2.90596,-1.90572,-1.10982,-1
149181,826281955,2.86777,-0.800128,1.88128,2.01114,2.04436,0.869834,1.97293,-1,34.5185,-15.1727,-30.4776,-5.69475,34.0455,-0.166499,-2.03271,1
149181,827752000,10.9789,5.07875,-4.58929,-8.58375,6.84509,-1.05009,-0.734814,-1,117.542,16.1908,11.6923,-115.833,19.9713,-2.45835,0.625443,1
149181,827777304,5.52476,-1.26332,-3.20398,-4.31989,3.44405,-1.05028,-1.94638,-1,60.2371,-10.1351,9.3093,58.644,13.7616,2.15624,2.39864,1
149181,828049272,46.1719,13.0229,8.09865,-43.5507,15.3357,-1.76654,0.556352,-1,17.562,-14.6746,-5.07402,-8.20567,15.5271,-0.506534,-2.80869,1
149181,827479553,45.9889,43.58,-11.3288,9.34985,45.0284,0.206179,-0.254326,-1,51.8449,-43.7289,13.151,24.5505,45.6636,0.514622,2.84946,1
149181,827403966,3.40099,-2.01515,2.73554,-0.150881,3.39764,-0.0443929,2.2057,1,38.3309,8.11157,-4.31646,-37.2133,9.18855,-2.10676,-0.489026,-1
149181,827878954,1.71951,-0.00489544,1.56803,0.705656,1.56804,0.436071,1.57392,-1,230.245,-52.5335,-13.2521,223.78,54.1793,2.12586,-2.89449,-1
149181,827364672,107.302,17.4284,4.006,-105.802,17.8829,-2.47794,0.22593,-1,89.2908,-17.934,-4.12836,-87.3737,18.403,-2.26174,-2.91534,-1
149181,828373084,25.3657,-1.18142,5.50828,-24.7322,5.63355,-2.18524,1.78208,1,223.146,-40.9467,38.9423,-215.873,56.5078,-2.05016,2.38128,1
149181,828171838,48.9128,-47.4095,3.73359,-11.4395,47.5563,-0.238286,3.063,-1,47.8142,45.2894,-13.1396,7.90013,47.157,0.166754,-0.282373,1
149181,828351230,11.0206,3.68078,-0.417617,10.3793,3.70439,1.75387,-0.112976,1,89.2073,16.3961,-10.1148,87.1022,19.2651,2.21395,-0.552754,-1
149181,829170376,39.777,31.5551,-2.88639,24.0449,31.6868,0.700195,-0.0912177,1,15.2939,-0.789291,2.69417,-15.034,2.8074,-2.37981,1.85578,1
149181,828562201,123.734,-17.0962,-22.528,120.459,28.2806,2.15578,-2.21996,-1,16.1285,-1.27105,-4.52756,-15.4277,4.70259,-1.90366,-1.84449,1
149181,829298193,4.96378,-2.75377,4.08532,-0.605026,4.92677,-0.122497,2.1639,-1,142.66,10.675,-28.0581,-139.466,30.0202,-2.24048,-1.20725,-1
149181,828463946,43.6127,-6.57022,37.5931,21.1107,38.1629,0.528259,1.74382,-1,11.9509,9.54514,-6.32104,-3.42912,11.4484,-0.295222,-0.584922,1
149181,829275450,6.25189,4.47236,-4.36739,-0.100051,6.25109,-0.0160048,-0.773524,-1,95.8002,31.9775,-7.62039,-89.9836,32.8729,-1.73193,-0.233942,-1
149181,828930933,12.648,-8.92682,-8.52847,-2.7474,12.346,-0.220737,-2.37901,-1,10.6187,1.48792,3.50033,9.91421,3.80345,1.68612,1.16886,-1
149181,829071893,24.0578,-7.13294,8.79956,-21.2241,11.3275,-1.38568,2.25197,1,25.5376,5.78164,-8.49896,-23.3775,10.2791,-1.55997,-0.973431,-1
149181,828415366,109.62,18.5679,-4.65791,107.935,19.1432,2.43051,-0.245787,1,30.1188,5.55841,-2.55014,29.4914,6.11548,2.277,-0.430139,1
149181,828687494,21.0825,1.5326,-15.3778,-14.3404,15.454,-0.829489,-1.47146,1,120.473,-8.61421,21.6536,-118.197,23.3042,-2.32645,1.94942,-1
149181,829074086,1.86312,1.55249,0.948249,0.402263,1.81918,0.21936,0.548317,-1,87.8068,10.6933,-11.0047,86.4556,15.3444,2.42981,-0.799748,-1
149181,829152614,25.9874,-24.288,-2.82591,-8.80069,24.4518,-0.35257,-3.02576,-1,24.5255,3.6208,2.89155,24.0838,4.63371,2.35046,0.673884,1
149181,829172518,10.4558,5.67033,-0.804515,8.74779,5.72712,1.20988,-0.140941,-1,23.728,13.7301,-6.85755,18.0964,15.3473,1.00254,-0.463212,1
149181,829245510,20.7236,19.4504,6.98005,-1.55841,20.6649,-0.075342,0.34455,1,9.05413,-4.09711,-2.33629,7.72869,4.71641,1.26931,-2.62335,-1
149181,830331600,34.1815,0.831495,-8.40934,-33.1204,8.45035,-2.07498,-1.47224,-1,81.645,2.02203,21.0019,78.8717,21.099,2.02917,1.47481,1
149181,830376576,100.03,16.7492,45.3823,87.5555,48.3745,1.35526,1.21724,-1,126.95,-24.5778,-24.387,122.137,34.6236,1.97327,-2.36009,1
149181,830480816,30.7395,18.0474,-13.5491,-20.8717,22.5674,-0.827232,-0.64398,-1,10.245,1.50507,3.74165,9.41776,4.03301,1.58421,1.18835,1
149181,830357641,16.3489,-2.18412,3.86339,-15.735,4.43804,-1.97814,2.08534,1,69.9121,-7.9684,24.1734,-65.1142,25.4529,-1.66864,1.88922,1
149181,829957635,47.6409,-5.1609,-24.2268,40.695,24.7704,1.2715,-1.78068,1,2.31497,1.58953,-1.44339,0.865514,2.14708,0.392923,-0.737249,-1
149181,829677420,7.12167,-6.34364,-3.231,-0.192521,7.11907,-0.0270397,-2.67051,-1,141.741,23.9185,16.6661,-138.711,29.1522,-2.26387,0.608567,-1
149181,830230540,6.13438,-0.978573,4.27861,-4.28562,4.38909,-0.864605,1.79564,1,41.5519,-15.6252,22.5498,-31.2077,27.4342,-0.975369,2.17675,1
149181,830213053,34.7073,-17.5425,-1.70936,29.8987,17.6256,1.29896,-3.04446,-1,163.88,33.3071,4.83448,160.387,33.6562,2.26537,0.144142,1
149181,829906678,65.6504,43.8345,5.11067,48.6044,44.1315,0.951258,0.116066,-1,49.8022,-44.4552,5.87682,21.6669,44.8419,0.466121,3.01016,1
149181,830469774,57.06,17.5784,46.0169,28.7974,49.2601,0.555575,1.2059,1,54.8713,-24.4388,-36.3223,33.08,43.7786,0.697637,-2.16306,-1
149181,830854120,2.31884,-1.45257,-1.80615,0.0697944,2.31778,0.030108,-2.24812,1,114.596,-6.37294,32.0269,109.845,32.6548,1.92762,1.76722,1
149181,831438121,72.256,-21.7896,-0.514954,68.8903,21.7957,1.86809,-3.11796,-1,15.6398,2.72932,-2.35089,15.2194,3.60221,2.14789,-0.711043,-1
149181,831196418,15.2624,-0.0534339,8.04268,-12.9713,8.04286,-1.25573,1.57744,1,132.96,4.01509,-24.3494,-130.65,24.6782,-2.36855,-1.40737,-1
149181,831343531,20.2675,-18.8008,-1.00351,-7.50303,18.8275,-0.388655,-3.08827,-1,50.3368,-3.68802,7.3784,-49.6563,8.24877,-2.49504,2.03432,1
149181,830839949,3.72206,-1.98002,3.15032,-0.0935996,3.72088,-0.0251526,2.13192,1,119.069,8.95349,-26.6002,115.714,28.0666,2.12408,-1.24611,1
149181,830837845,51.3668,-27.2059,-1.4833,-43.5452,27.2464,-1.24803,-3.08713,1,16.1468,2.48622,2.87504,-15.693,3.80094,-2.12547,0.857795,-1
149181,831398277,159.079,12.1504,22.8501,-156.96,25.8797,-2.5024,1.08208,1,18.7249,-1.48216,-4.03831,-18.2241,4.30172,-2.15052,-1.92256,-1
149181,831241478,84.7508,-5.13287,11.1841,-83.8526,12.3057,-2.61748,2.00106,1,52.5912,8.54776,-13.8027,-50.0226,16.2351,-1.84379,-1.01632,-1
149181,830721375,2.19124,-1.88297,-0.473923,1.01555,1.94169,0.501707,-2.89503,1,116.153,8.2135,-18.9804,114.297,20.6813,2.4108,-1.16239,1
149181,831022623,25.8403,-18.8517,-11.1773,13.6895,21.9162,0.58983,-2.60641,-1,16.6045,4.2238,2.74377,15.8222,5.03674,1.86222,0.576092,-1
149181,831386559,30.2636,-2.80204,-18.3696,-23.887,18.582,-1.06957,-1.72217,-1,7.39349,-1.4103,-3.61948,-6.2908,3.88453,-1.25925,-1.94234,-1
149181,1293432704,123.304,18.8663,5.40676,-121.732,19.6258,-2.52456,0.279102,1,10.7687,1.30684,-2.69647,-10.3434,2.99646,-1.95242,-1.11951,1
149181,1293556728,19.3979,10.2775,15.8105,4.54769,18.8573,0.238885,0.99439,1,16.0697,-2.67609,-5.88372,-14.7125,6.46372,-1.56073,-1.99766,-1
149181,1293854200,62.0415,-17.7713,21.1011,55.5704,27.5876,1.45002,2.27074,1,11.803,4.21525,-2.20493,-10.8019,4.7571,-1.55853,-0.481945,1
149181,1293503202,34.0582,-31.0486,-5.74344,-12.7653,31.5754,-0.394005,-2.95868,-1,1.88307,-0.152402,1.85167,0.30668,1.85793,0.164325,1.65292,1
149181,1293948474,4.33026,4.21466,-0.674507,-0.729928,4.26829,-0.170189,-0.158693,1,27.5351,-18.3471,6.50925,-19.4729,19.4675,-0.881569,2.80066,1
149181,1293436379,18.7137,17.2309,-1.76569,-7.08373,17.3211,-0.398346,-0.102116,1,5.27865,3.43393,-2.40244,-3.20945,4.19089,-0.705752,-0.61047,-1
149181,1293655883,18.8352,-3.33171,0.961541,18.5132,3.46768,2.3768,2.86062,-1,30.6734,-5.50534,-4.8817,-29.7778,7.35797,-2.10605,-2.41616,-1
149181,1293490764,142.053,60.8787,62.9158,-111.868,87.5478,-1.06484,0.801852,1,44.9451,-5.55011,-12.9367,-42.6837,14.077,-1.82856,-1.97607,-1
149181,1293924668,21.8529,13.8997,-10.2835,-13.3641,17.2902,-0.71139,-0.636965,1,17.4613,-4.47818,4.06915,16.3794,6.05079,1.72148,2.40401,1
149181,1293535005,14.8748,-3.60552,1.71378,-14.3291,3.99209,-1.98999,2.69788,-1,48.5285,-6.52236,-24.7171,-41.2496,25.5632,-1.25619,-1.8288,-1
149181,1293838638,35.5524,-7.99696,-1.20582,-34.6203,8.08736,-2.16066,-2.99194,1,76.9841,14.7491,3.68877,-75.4679,15.2034,-2.30533,0.245073,1
149181,1293369439,50.3038,-13.9971,19.7421,-44.0999,24.2006,-1.3612,2.18753,1,17.6364,-1.66088,-5.53177,-16.6639,5.77572,-1.78149,-1.86248,-1
149181,1294709880,4.36869,4.35987,-0.177298,-0.213332,4.36348,-0.048871,-0.0406436,1,85.5888,-13.8727,-14.9894,-83.1162,20.4239,-2.11145,-2.31752,-1
149181,1294453505,139.823,23.6012,-12.6853,-137.231,26.7943,-2.33602,-0.493185,-1,3.00018,-2.12549,0.0503174,-2.1168,2.12609,-0.878282,3.11792,1
149181,1294761625,38.5913,-21.7353,-2.21199,31.8115,21.8476,1.17014,-3.04017,1,50.2323,10.237,0.288659,49.1773,10.241,2.27285,0.0281903,1
149181,1294393562,20.6115,13.0075,13.392,8.73462,18.6692,0.452283,0.799964,-1,50.036,-14.6744,2.1775,47.7862,14.835,1.88616,2.99428,-1
149181,1294329533,148.03,28.8291,-22.4668,-143.446,36.5496,-2.07629,-0.661997,1,2.54063,-1.4468,1.53611,-1.41491,2.11018,-0.628344,2.32626,1
149181,1294747861,81.1777,-6.48422,36.0724,72.4331,36.6505,1.43299,1.74865,1,42.4321,16.2582,-25.0809,30.1181,29.8894,0.886774,-0.995666,-1
149181,1294280150,17.9155,5.02226,-16.0708,6.12138,16.8373,0.355994,-1.2679,-1,32.6061,0.426362,8.27275,-31.5363,8.28373,-2.04681,1.5193,-1
149181,1294757695,23.7657,-22.786,5.77313,-3.50439,23.5059,-0.148539,2.89345,-1,168.72,29.4226,-3.94049,-166.088,29.6853,-2.42291,-0.133135,1
149181,1294887671,24.5795,24.1522,2.37062,-3.89916,24.2683,-0.159986,0.0978401,1,17.6104,2.02787,-4.74887,16.8364,5.16372,1.89776,-1.16722,1
149181,1306294704,236.666,-38.4249,33.8344,231.062,51.198,2.21219,2.41964,1,28.7046,-5.54861,5.64776,27.5911,7.91734,1.96156,2.34734,-1
149181,1306401913,46.3508,-0.198245,-46.1001,-4.81017,46.1005,-0.104152,-1.5751,-1,56.1566,-8.15161,32.234,-45.2557,33.2488,-1.11518,1.81849,1
149181,1306457667,68.4721,-14.7299,-7.88992,-66.4019,16.7099,-2.08834,-2.64984,-1,15.4924,-5.56241,-0.404335,-14.4537,5.57709,-1.68073,-3.06903,1
149181,1306310524,46.593,6.02071,-27.1616,37.3752,27.8208,1.10465,-1.35266,-1,46.9336,-5.96809,24.0807,-39.8406,24.8092,-1.25209,1.81374,1
149181,1306741388,50.7154,-18.6678,-0.517713,-47.1519,18.675,-1.65643,-3.11387,-1,91.8315,20.8209,6.83679,-89.1783,21.9147,-2.1114,0.317269,-1
149181,1306836205,36.4333,34.4026,10.0546,6.53876,35.8418,0.181437,0.284344,1,23.3999,4.21047,3.47094,22.7547,5.45669,2.13515,0.689419,1
149181,1306581486,23.2286,21.1323,8.96437,-3.55473,22.955,-0.154244,0.401195,1,126.805,-21.6697,-10.3748,124.508,24.0253,2.34759,-2.69507,-1
149181,1306742734,2.47704,0.0399176,-2.15646,1.21813,2.15683,0.538388,-1.55229,-1,34.5703,0.555225,6.85641,-33.879,6.87886,-2.29764,1.48999,1
149181,1306755702,4.90315,1.62271,2.13927,-4.10259,2.68508,-1.21015,0.921858,1,82.6338,16.0365,12.2383,-80.1337,20.1729,-2.08798,0.651865,-1
149181,1306033759,22.9217,-17.4047,14.8413,-1.48872,22.8733,-0.0650398,2.43552,1,70.637,7.13693,-21.7922,66.8113,22.9311,1.79076,-1.25431,-1
149181,1306125471,5.34968,4.22059,1.79533,-2.75362,4.58657,-0.56914,0.402186,1,231.221,-33.5077,29.9841,-226.807,44.9646,-2.32106,2.41164,1
149181,1307191856,61.6493,-23.8952,-36.9873,43.1462,44.0346,0.867037,-2.14438,1,53.368,36.1623,29.1067,26.3293,46.421,0.540484,0.677715,-1
149181,1307331720,3.6166,-1.82714,1.97993,2.41272,2.69417,0.805543,2.31608,1,191.037,14.5404,30.0477,-188.098,33.381,-2.4299,1.1201,1
149181,1307574928,3.50794,2.07349,-2.10001,-1.89639,2.95116,-0.605001,-0.791753,1,73.3867,2.80109,-29.2009,-67.2687,29.3349,-1.56754,-1.47516,1
149181,1307381377,22.8612,-21.3017,6.85636,4.67547,22.3779,0.207441,2.8302,-1,31.447,3.11379,-5.54279,-30.7976,6.35754,-2.28143,-1.05896,1
149181,1307277795,119.975,-4.84333,-25.9651,117.031,26.4129,2.19423,-1.75521,-1,134.803,24.3858,-12.7362,131.965,27.5114,2.27178,-0.48131,-1
149181,1307322019,103.539,-7.52551,19.9079,101.328,21.2828,2.26446,1.93221,1,23.752,-0.150065,-4.71273,23.2793,4.71512,2.30004,-1.60263,-1
149181,1307305036,15.1428,-13.4484,-4.6219,-5.20415,14.2205,-0.358249,-2.81056,1,5.27605,-4.68576,-1.61123,-1.81225,4.95504,-0.358039,-2.8104,-1
149181,1307497700,18.9071,-2.19326,18.4631,-3.43266,18.5929,-0.18359,1.68903,1,14.0701,-1.54882,-1.95421,13.8474,2.49355,2.41555,-2.24098,-1
149181,1307688596,37.4742,8.641,-16.6724,32.4296,18.7786,1.3144,-1.09263,1,2.84205,1.59659,-1.64446,1.68045,2.29201,0.679635,-0.800168,1
149181,1307266773,114.491,-20.6455,-6.36027,-112.435,21.603,-2.35179,-2.84275,-1,2.73334,-1.22175,-2.39308,0.501659,2.68691,0.185636,-2.04284,1
149181,1307459830,41.6646,-32.8063,-13.6288,21.7702,35.5246,0.579786,-2.74785,-1,11.2503,-2.49029,2.95132,10.5668,3.86158,1.73161,2.27167,1
149181,1307913208,77.3158,-18.5208,4.6301,-74.9218,19.0908,-2.07624,2.89662,1,2.73224,1.29633,1.50471,-1.8763,1.98611,-0.841736,0.859654,1
149181,1308083832,23.6458,-16.5969,14.0054,-9.35501,21.7165,-0.418458,2.44067,-1,11.424,-1.93776,-3.3859,10.7372,3.90118,1.73706,-2.0906,1
149181,1308376152,130.262,20.9135,11.4214,-128.064,23.8291,-2.38332,0.499864,1,19.9564,1.09776,3.32133,-19.6474,3.49805,-2.42672,1.25158,1
149181,1307889353,10.8643,8.64977,-4.00642,5.21176,9.53257,0.522614,-0.433762,-1,25.0828,-24.2586,-3.00033,5.62712,24.4434,0.228224,-3.01854,-1
149181,1307867634,15.3593,5.48423,2.14818,-14.1851,5.88995,-1.61264,0.373332,1,78.8151,-11.2789,-9.19119,-77.4605,14.5496,-2.37406,-2.45783,-1
