Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,mass
147754,232053182,3.38651,0.158309,-2.38207,-2.40191,2.38732,-0.885686,-1.50444,1,57.7271,17.9992,3.3489,-54.747,18.3081,-1.81538,0.183955,-1,11.757785493451536
147754,231606971,8.15532,-4.63792,1.07478,6.62146,4.76083,1.13264,2.91387,1,87.7296,7.27379,-16.882,85.7821,18.3824,2.24485,-1.16397,-1,19.967072092510293
147754,231623411,10.9087,3.18883,2.59469,10.1044,4.11109,1.63146,0.683027,1,17.9204,-7.86587,-15.9198,-2.41429,17.757,-0.135547,-2.02971,-1,23.927932533426283
147754,232328203,104.505,0.053582,-19.4784,102.674,19.4785,2.36427,-1.56805,-1,2.28951,-1.92678,0.715163,1.00891,2.05522,0.473058,2.78618,1,17.301838243568984
147754,232196020,21.2238,-4.47918,6.11969,-19.8227,7.58378,-1.68869,2.20263,-1,65.6413,-0.690202,12.2744,64.4798,12.2938,2.35937,1.62697,1,72.01544251346357
147754,231506357,11.1888,5.93642,-5.72342,7.56241,8.24613,0.821514,-0.767132,-1,50.2543,-8.61277,10.7394,48.3319,13.7664,1.9687,2.24674,1,24.874841558309477
147754,232386366,18.4599,2.60762,2.95381,-18.0345,3.94014,-2.22595,0.847566,1,102.788,-23.5585,-12.4385,99.2752,26.6405,2.02614,-2.65581,-1,87.01783265945836
147754,232958398,30.0114,-21.9533,-16.5874,-11.9831,27.5153,-0.422797,-2.49453,1,42.7625,12.2574,2.80653,-40.8719,12.5746,-1.89477,0.225086,-1,47.100601285366835
147754,233151310,99.5035,-7.5269,24.8778,-96.0488,25.9915,-2.01806,1.8646,1,15.352,1.85037,-1.99104,-15.1094,2.71811,-2.41652,-0.822001,-1,16.721652934787947
147754,233527527,25.8533,6.77794,-9.94153,22.8827,12.0322,1.39883,-0.972403,-1,1.92705,-1.86506,-0.162404,0.456845,1.87211,0.241667,-3.05473,1,10.039303419297532
147754,233347680,3.20613,0.729896,-3.0046,0.847877,3.09199,0.270892,-1.33249,1,2.88894,1.67234,-1.65575,-1.67563,2.35334,-0.662486,-0.780413,-1,2.9958476853296467
147754,233533145,102.928,9.89403,17.5983,-100.929,20.1889,-2.31229,1.05862,-1,11.7229,-1.25321,-2.07437,-11.4696,2.42354,-2.2586,-2.11425,1,13.990261467631587
147754,232426738,142.121,-9.12901,-23.5481,-139.859,25.2557,-2.41279,-1.94063,1,13.765,0.193019,3.59671,-13.2854,3.60188,-2.01625,1.51718,-1,19.217904322683612
147754,232736730,3.18368,-2.82188,-1.43491,-0.337372,3.16575,-0.106369,-2.67117,1,103.076,34.9899,13.4694,-96.0159,37.4929,-1.66962,0.367465,-1,28.76727495464097
147754,233091970,76.2543,-2.13349,-23.2317,72.5979,23.3295,1.85324,-1.66237,-1,80.6173,-20.2284,60.2078,49.6485,63.5151,0.718298,1.89492,1,88.30192794054895
147754,233526522,1.73564,-1.27672,-0.91807,-0.734558,1.57254,-0.451608,-2.51817,1,54.0062,-13.5629,9.46711,-51.411,16.5402,-1.85213,2.5322,-1,9.73103801185854
147754,232983204,17.2827,1.17254,-17.2429,-0.000685353,17.2827,-3.97e-05,-1.5029,1,7.49223,-3.89236,0.217193,-6.39812,3.89841,-1.27063,3.08585,-1,16.600612244042978
147754,232606357,2.64353,2.33602,-0.00174855,1.23743,2.33602,0.50763,-0.000748513,-1,85.191,-12.268,-8.51302,83.8721,14.9324,2.42674,-2.53496,1,17.324175400853264
147754,232814877,49.193,-5.6614,12.9222,47.1266,14.108,1.92093,1.98372,1,15.2819,-0.421287,3.8372,14.7863,3.86025,2.05274,1.68015,-1,2.4349484799536163
147754,565489142,35.9575,12.0414,-12.38,-31.5385,17.2702,-1.36308,-0.799262,-1,3.36026,1.03868,-1.90033,-2.56929,2.16567,-1.00722,-1.07059,1,2.7438285329444554
147754,565118928,29.2654,-21.4686,-3.69101,19.5433,21.7835,0.806753,-2.97133,1,55.4279,25.2807,2.28164,49.274,25.3834,1.41702,0.0900087,-1,49.19975462736677
