#[event number] [num events] [num hit detectors] [ID1.chan] [JD1] [Rising edge 1], [ID2.chan] [JD2] [Rising edge 2], ...
#gatewidth=1.15740740740741e-11 (1000 nanoseconds), detector coincidence=2, channel coincidence=2, event coincidence=2
Evnt	#HitDAQ1	#HitDAQ2	MinFracDay	JulDay	SSDB	eventDateTime	6119.1FracDay	6119.1nsAfter1stHit	6119.2FracDay	6119.2nsAfter1stHit	6119.3FracDay	6119.3nsAfter1stHit	6119.4FracDay	6119.4nsAfter1stHit	6148.1FracDay	6148.1nsAfter1stHit	6148.2FracDay	6148.2nsAfter1stHit	6148.3FracDay	6148.3nsAfter1stHit	6148.4FracDay	6148.4nsAfter1stHit
23	4	2	0.5733885582546737	2457067	49540.77143320381	Feb 14, 2015 01:45:40 UTC	0.5733885582547170	3.741	0.5733885582546737	0.0	0.5733885582547170	3.741	0.5733885582547316	4.998	0.5733885582580637	292.892	0.5733885582578605	275.338	-1	-1	-1	-1	
24	4	4	0.5758523724550932	2457067	49753.64498012006	Feb 14, 2015 01:49:13 UTC	0.5758523724551077	1.247	0.5758523724550932	0.0	0.5758523724551077	1.247	0.5758523724550932	0.0	0.5758523724585410	297.89	0.5758523724584103	286.59	0.5758523724583067	277.64	0.5758523724583501	281.391	
25	4	2	0.584711672683305	2457067	50519.088519837554	Feb 14, 2015 02:01:59 UTC	0.5847116726833629	4.998	0.5847116726833195	1.247	0.5847116726833195	1.247	0.5847116726833050	0.0	0.5847116726867673	299.137	0.5847116726866655	290.341	-1	-1	-1	-1	
26	4	2	0.5904959459928537	2457067	51018.84973378256	Feb 14, 2015 02:10:18 UTC	0.5904959459928826	2.494	0.5904959459928680	1.237	0.5904959459928970	3.741	0.5904959459928537	0.0	0.5904959459958820	261.64	-1	-1	0.5904959459960092	272.633	-1	-1	
27	4	2	0.5913278794183455	2457067	51090.728781745056	Feb 14, 2015 02:11:30 UTC	0.5913278794183600	1.247	0.5913278794183455	0.0	0.5913278794183455	0.0	0.5913278794183745	2.504	0.5913278794218079	299.146	-1	-1	0.5913278794218194	300.144	-1	-1	
28	4	2	0.593731093079717	2457067	51298.36644208755	Feb 14, 2015 02:14:58 UTC	0.5937310930797894	6.254	0.5937310930797171	0.0	0.5937310930797316	1.257	0.5937310930797316	1.257	0.5937310930827020	257.899	0.5937310930825422	244.096	-1	-1	-1	-1	
29	3	3	0.5977116103553826	2457067	51642.28313470505	Feb 14, 2015 02:20:42 UTC	-1	-1	0.5977116103554260	3.751	0.5977116103553826	0.0	0.5977116103553970	1.247	0.5977116103584252	262.887	-1	-1	0.5977116103584948	268.902	0.5977116103583356	255.146	
30	3	4	0.6002965455571186	2457067	51865.62153613505	Feb 14, 2015 02:24:25 UTC	0.6002965455571475	2.494	-1	-1	0.6002965455571332	1.257	0.6002965455571186	0.0	0.6002965455605521	296.652	0.6002965455604213	285.353	0.6002965455604767	290.139	0.6002965455604189	285.142	
31	2	4	0.6077503202258687	2457067	52509.62766751506	Feb 14, 2015 02:35:09 UTC	-1	-1	0.6077503202258687	0.0	-1	-1	0.6077503202258977	2.504	0.6077503202289115	262.897	0.6077503202287372	247.837	0.6077503202288362	256.393	0.6077503202288218	255.146	
32	4	4	0.6078186899706025	2457067	52515.53481346006	Feb 14, 2015 02:35:15 UTC	0.6078186899706025	0.0	0.6078186899706169	1.247	0.6078186899706025	0.0	0.6078186899706315	2.504	0.6078186899735873	257.89	0.6078186899734277	244.096	0.6078186899735121	251.386	0.6078186899735266	252.643	
33	2	2	0.6202811721386581	2457067	53592.29327278006	Feb 14, 2015 02:53:12 UTC	-1	-1	-1	-1	0.6202811721387014	3.741	0.6202811721386581	0.0	0.6202811721417008	262.887	0.6202811721416134	255.338	-1	-1	-1	-1	
34	4	2	0.623451924680397	2457067	53866.2462923863	Feb 14, 2015 02:57:46 UTC	0.6234519246804404	3.751	0.6234519246803970	0.0	0.6234519246804116	1.257	0.6234519246803970	0.0	0.6234519246833674	256.643	-1	-1	-1	-1	0.6234519246831620	238.897	
35	4	2	0.6259605327088114	2457067	54082.9900260413	Feb 14, 2015 03:01:22 UTC	0.6259605327088548	3.751	0.6259605327088258	1.247	0.6259605327088403	2.504	0.6259605327088114	0.0	0.6259605327118976	266.648	-1	-1	0.6259605327116488	245.151	-1	-1	
36	4	2	0.6292461724199658	2457067	54366.869297085046	Feb 14, 2015 03:06:06 UTC	0.6292461724199948	2.504	0.6292461724199804	1.257	0.6292461724199658	0.0	0.6292461724199804	1.257	0.6292461724229652	259.146	0.6292461724228490	249.103	-1	-1	-1	-1	
37	3	2	0.6297049624758253	2457067	54406.50875791131	Feb 14, 2015 03:06:46 UTC	-1	-1	0.6297049624758253	0.0	0.6297049624758253	0.0	0.6297049624758397	1.247	0.6297049624788970	265.391	0.6297049624787662	254.091	-1	-1	-1	-1	
38	4	2	0.6326025518419277	2457067	54656.86047914255	Feb 14, 2015 03:10:56 UTC	0.6326025518420000	6.245	0.6326025518419421	1.247	0.6326025518419566	2.494	0.6326025518419277	0.0	-1	-1	0.6326025518448831	255.348	0.6326025518448808	255.146	-1	-1	
39	4	3	0.64908274948439	2457067	56080.7495554513	Feb 14, 2015 03:34:40 UTC	0.6490827494844190	2.504	0.6490827494843900	0.0	0.6490827494844045	1.247	0.6490827494843900	0.0	0.6490827494874040	260.403	-1	-1	0.6490827494872563	247.645	0.6490827494872853	250.149	
40	3	2	0.6535963318997113	2457067	56470.72307613506	Feb 14, 2015 03:41:10 UTC	0.6535963318997258	1.247	0.6535963318997258	1.247	-1	-1	0.6535963318997113	0.0	0.6535963319031881	300.393	0.6535963319029994	284.086	-1	-1	-1	-1	
41	3	2	0.6543818803680274	2457067	56538.59446379756	Feb 14, 2015 03:42:18 UTC	0.6543818803680417	1.237	0.6543818803680417	1.237	0.6543818803680274	0.0	-1	-1	0.6543818803710845	264.134	0.6543818803708958	247.837	-1	-1	-1	-1	
42	3	2	0.6584348669589994	2457067	56888.772505257555	Feb 14, 2015 03:48:08 UTC	0.6584348669590863	7.501	-1	-1	0.6584348669590429	3.751	0.6584348669589994	0.0	-1	-1	-1	-1	0.6584348669624011	293.899	0.6584348669623865	292.643	
43	4	3	0.6674282640806719	2457067	57665.80201657005	Feb 14, 2015 04:01:05 UTC	0.6674282640806719	0.0	0.6674282640807008	2.494	0.6674282640806863	1.247	0.6674282640806863	1.247	0.6674282640841632	301.65	0.6674282640840035	287.847	-1	-1	0.6674282640840011	287.645	
44	4	3	0.6680394537087535	2457067	57718.608800436305	Feb 14, 2015 04:01:58 UTC	0.6680394537087679	1.247	0.6680394537087679	1.247	0.6680394537087535	0.0	0.6680394537087679	1.247	0.6680394537117819	261.65	0.6680394537116945	254.101	-1	-1	0.6680394537117066	255.146	
45	4	4	0.672211580458522	2457067	58079.0805516163	Feb 14, 2015 04:07:59 UTC	0.6722115804585654	3.751	0.6722115804585509	2.494	0.6722115804585509	2.494	0.6722115804585220	0.0	0.6722115804620133	301.65	0.6722115804618390	286.59	0.6722115804619235	293.89	0.6722115804619235	293.89	
46	4	2	0.6737691755654085	2457067	58213.656768851295	Feb 14, 2015 04:10:13 UTC	0.6737691755654375	2.504	0.6737691755654085	0.0	0.6737691755654085	0.0	0.6737691755654085	0.0	0.6737691755689433	305.41	0.6737691755687836	291.607	-1	-1	-1	-1	
47	4	3	0.6847347721160452	2457067	59161.0843108263	Feb 14, 2015 04:26:01 UTC	0.6847347721160741	2.504	0.6847347721160452	0.0	0.6847347721160452	0.0	0.6847347721160452	0.0	0.6847347721190445	259.146	0.6847347721188559	242.849	-1	-1	0.6847347721189548	251.396	
48	3	2	0.6853045230559902	2457067	59210.310792037555	Feb 14, 2015 04:26:50 UTC	0.6853045230560192	2.504	0.6853045230559902	0.0	-1	-1	0.6853045230560192	2.504	0.6853045230589896	259.146	-1	-1	-1	-1	0.6853045230589433	255.146	
49	4	2	0.6907771250430272	2457067	59683.14360371755	Feb 14, 2015 04:34:43 UTC	0.6907771250430272	0.0	0.6907771250430561	2.494	0.6907771250430272	0.0	0.6907771250430417	1.247	0.6907771250460266	259.146	0.6907771250458813	246.59	-1	-1	-1	-1	
50	4	2	0.6941360959200671	2457067	59973.3586874938	Feb 14, 2015 04:39:33 UTC	0.6941360959201395	6.254	0.6941360959200671	0.0	0.6941360959200961	2.504	0.6941360959200671	0.0	0.6941360959230954	261.65	0.6941360959229936	252.854	-1	-1	-1	-1	
51	4	2	0.69611667365586	2457067	60144.48060386631	Feb 14, 2015 04:42:24 UTC	0.6961166736558745	1.247	0.6961166736558601	0.0	0.6961166736558601	0.0	0.6961166736558889	2.494	0.6961166736588015	254.139	0.6961166736586852	244.096	-1	-1	-1	-1	
52	4	2	0.6962781200749283	2457067	60158.429574473805	Feb 14, 2015 04:42:38 UTC	0.6962781200749427	1.247	0.6962781200749283	0.0	0.6962781200749427	1.247	0.6962781200749573	2.504	0.6962781200779131	257.89	0.6962781200778981	256.595	-1	-1	-1	-1	
53	4	3	0.7056790191334352	2457067	60970.667253128806	Feb 14, 2015 04:56:10 UTC	0.7056790191334931	4.998	0.7056790191334352	0.0	0.7056790191334641	2.494	0.7056790191334641	2.494	0.7056790191368830	297.89	0.7056790191367379	285.353	0.7056790191368079	291.396	-1	-1	
54	4	2	0.7130653457830157	2457067	61608.84587565256	Feb 14, 2015 05:06:48 UTC	0.7130653457830591	3.751	0.7130653457830157	0.0	0.7130653457830591	3.751	0.7130653457830157	0.0	-1	-1	-1	-1	0.7130653457859253	251.386	0.7130653457859253	251.386	
55	4	4	0.7144095077549341	2457067	61724.9814700263	Feb 14, 2015 05:08:44 UTC	0.7144095077549486	1.257	0.7144095077549341	0.0	0.7144095077549341	0.0	0.7144095077549341	0.0	0.7144095077583386	294.149	0.7144095077581933	281.602	0.7144095077581765	280.144	0.7144095077581620	278.897	
56	4	2	0.7168999360652639	2457067	61940.154476038806	Feb 14, 2015 05:12:20 UTC	0.7168999360653219	5.007	0.7168999360652784	1.247	0.7168999360653073	3.751	0.7168999360652639	0.0	0.7168999360682489	257.899	-1	-1	0.7168999360682314	256.393	-1	-1	
57	4	2	0.7243201572730475	2457067	62581.26158839131	Feb 14, 2015 05:23:01 UTC	0.7243201572730908	3.741	0.7243201572730619	1.237	0.7243201572730908	3.741	0.7243201572730475	0.0	0.7243201572760324	257.89	0.7243201572758002	237.832	-1	-1	-1	-1	
58	4	2	0.7265900651078565	2457067	62777.381625318805	Feb 14, 2015 05:26:17 UTC	0.7265900651078709	1.247	0.7265900651078709	1.247	0.7265900651079145	5.007	0.7265900651078565	0.0	0.7265900651107836	252.902	-1	-1	-1	-1	0.7265900651108530	258.897	
59	4	3	0.729844298399205	2457067	63058.54738169131	Feb 14, 2015 05:30:58 UTC	0.7298442983992049	0.0	0.7298442983992339	2.504	0.7298442983992049	0.0	0.7298442983992339	2.504	0.7298442984022043	259.146	0.7298442984020156	242.839	0.7298442984020856	248.892	-1	-1	
60	4	3	0.7355639061211233	2457067	63552.721488865056	Feb 14, 2015 05:39:12 UTC	0.7355639061211233	0.0	0.7355639061211233	0.0	0.7355639061211378	1.247	0.7355639061211666	3.741	0.7355639061240937	256.643	0.7355639061238761	237.842	0.7355639061239750	246.389	-1	-1	
61	4	2	0.7356383246717598	2457067	63559.15125164005	Feb 14, 2015 05:39:19 UTC	0.7356383246717744	1.257	0.7356383246717598	0.0	0.7356383246717598	0.0	0.7356383246718033	3.76	-1	-1	0.7356383246751204	290.35	-1	-1	0.7356383246751325	291.396	
62	4	2	0.7392764545355476	2457067	63873.48567187131	Feb 14, 2015 05:44:33 UTC	0.7392764545356199	6.245	0.7392764545355620	1.247	0.7392764545355476	0.0	0.7392764545355620	1.247	0.7392764545385468	259.137	0.7392764545384450	250.341	-1	-1	-1	-1	
63	4	2	0.741768309616566	2457067	64088.78195087131	Feb 14, 2015 05:48:08 UTC	0.7417683096165949	2.494	0.7417683096165805	1.247	0.7417683096166093	3.741	0.7417683096165660	0.0	0.7417683096195220	255.396	0.7417683096194492	249.103	-1	-1	-1	-1	
64	4	3	0.7444139562429404	2457067	64317.36581939005	Feb 14, 2015 05:51:57 UTC	0.7444139562429549	1.257	0.7444139562429404	0.0	0.7444139562429549	1.257	0.7444139562429404	0.0	0.7444139562464027	299.146	0.7444139562462575	286.6	-1	-1	0.7444139562463420	293.899	
65	3	2	0.744721841839989	2457067	64343.96713497505	Feb 14, 2015 05:52:23 UTC	0.7447218418400903	8.748	0.7447218418399890	0.0	0.7447218418400469	4.998	-1	-1	0.7447218418429884	259.146	0.7447218418428287	245.353	-1	-1	-1	-1	
66	4	2	0.7451251238376597	2457067	64378.8106995738	Feb 14, 2015 05:52:58 UTC	0.7451251238376887	2.504	0.7451251238376597	0.0	0.7451251238376887	2.504	0.7451251238376597	0.0	0.7451251238406591	259.146	-1	-1	-1	-1	0.7451251238405550	250.149	
67	4	3	0.7485891273432154	2457067	64678.10060245381	Feb 14, 2015 05:57:58 UTC	0.7485891273432443	2.504	0.7485891273432298	1.247	0.7485891273432154	0.0	0.7485891273432443	2.504	0.7485891273466487	296.643	0.7485891273465034	284.086	0.7485891273465156	285.142	-1	-1	
68	4	3	0.7540474939709062	2457067	65149.703479086296	Feb 14, 2015 06:05:49 UTC	0.7540474939709352	2.504	0.7540474939709062	0.0	0.7540474939709497	3.76	0.7540474939709062	0.0	0.7540474939743687	299.156	0.7540474939742234	286.609	0.7540474939741633	281.41	-1	-1	
69	4	2	0.7591678934324515	2457067	65592.10599256381	Feb 14, 2015 06:13:12 UTC	0.7591678934325092	4.988	0.7591678934324515	0.0	0.7591678934324948	3.741	0.7591678934324515	0.0	0.7591678934355232	265.391	0.7591678934353779	252.844	-1	-1	-1	-1	
70	3	2	0.7606373428925065	2457067	65719.06642591256	Feb 14, 2015 06:15:19 UTC	-1	-1	0.7606373428925209	1.247	0.7606373428925209	1.247	0.7606373428925065	0.0	0.7606373428960267	304.144	-1	-1	-1	-1	0.7606373428960815	308.883	
71	4	2	0.7690489334768813	2457067	66445.82785240255	Feb 14, 2015 06:27:25 UTC	0.7690489334769248	3.76	0.7690489334768813	0.0	0.7690489334769103	2.504	0.7690489334768813	0.0	-1	-1	0.7690489334802274	289.103	-1	-1	0.7690489334803409	298.906	
72	4	2	0.7704039848170434	2457067	66562.90428819256	Feb 14, 2015 06:29:22 UTC	0.7704039848170867	3.741	0.7704039848170867	3.741	0.7704039848170434	0.0	0.7704039848170867	3.741	0.7704039848200138	256.643	-1	-1	-1	-1	0.7704039848198808	245.151	
73	4	2	0.7773412425041818	2457067	67162.28335236131	Feb 14, 2015 06:39:22 UTC	0.7773412425042397	5.007	0.7773412425042397	5.007	0.7773412425041962	1.247	0.7773412425041818	0.0	-1	-1	0.7773412425070358	246.59	-1	-1	0.7773412425070046	243.895	
74	4	3	0.7792956128736117	2457067	67331.14095228005	Feb 14, 2015 06:42:11 UTC	0.7792956128736261	1.247	0.7792956128736117	0.0	0.7792956128736261	1.247	0.7792956128736117	0.0	0.7792956128770161	294.139	0.7792956128769143	285.343	-1	-1	0.7792956128769265	286.398	
75	3	2	0.7815796509434612	2457067	67528.48184151505	Feb 14, 2015 06:45:28 UTC	-1	-1	0.7815796509434901	2.504	0.7815796509434612	0.0	0.7815796509434901	2.504	-1	-1	-1	-1	0.7815796509463421	248.911	0.7815796509462698	242.667	
76	3	2	0.7976891186126598	2457067	68920.33984813381	Feb 14, 2015 07:08:40 UTC	0.7976891186126598	0.0	0.7976891186126598	0.0	0.7976891186126742	1.247	-1	-1	0.7976891186161510	301.64	0.7976891186159624	285.343	-1	-1	-1	-1	
77	4	2	0.7988655078505359	2457067	69021.9798782863	Feb 14, 2015 07:10:21 UTC	0.7988655078505359	0.0	0.7988655078505359	0.0	0.7988655078505359	0.0	0.7988655078505359	0.0	0.7988655078534919	255.396	0.7988655078533610	244.086	-1	-1	-1	-1	
78	3	3	0.8044011513231343	2457067	69500.2594743188	Feb 14, 2015 07:18:20 UTC	0.8044011513231922	5.007	0.8044011513231343	0.0	0.8044011513231488	1.257	-1	-1	-1	-1	0.8044011513265094	291.607	0.8044011513266082	300.144	0.8044011513265212	292.633	
79	4	2	0.8089420182053102	2457067	69892.59037293881	Feb 14, 2015 07:24:52 UTC	0.8089420182053680	4.998	0.8089420182053825	6.245	0.8089420182053391	2.494	0.8089420182053102	0.0	0.8089420182087870	300.393	0.8089420182086273	286.6	-1	-1	-1	-1	
80	4	2	0.8102006236161321	2457067	70001.33388043381	Feb 14, 2015 07:26:41 UTC	0.8102006236161609	2.484	0.8102006236161321	0.0	0.8102006236161464	1.237	0.8102006236161321	0.0	-1	-1	0.8102006236194924	290.331	-1	-1	0.8102006236195192	292.643	
81	4	3	0.8125248484593177	2457067	70202.14690688506	Feb 14, 2015 07:30:02 UTC	0.8125248484593466	2.494	0.8125248484593177	0.0	0.8125248484593610	3.741	0.8125248484593466	2.494	0.8125248484627945	300.393	0.8125248484626348	286.6	-1	-1	0.8125248484627049	292.652	
82	3	2	0.8155932732043844	2457067	70467.25880485881	Feb 14, 2015 07:34:27 UTC	0.8155932732044275	3.731	0.8155932732043844	0.0	-1	-1	0.8155932732044131	2.484	0.8155932732078033	295.396	0.8155932732076724	284.086	-1	-1	-1	-1	
83	4	3	0.8184404245141353	2457067	70713.2526780213	Feb 14, 2015 07:38:33 UTC	0.8184404245141788	3.751	0.8184404245141643	2.504	0.8184404245141643	2.504	0.8184404245141353	0.0	0.8184404245175977	299.146	-1	-1	0.8184404245175804	297.65	0.8184404245174214	283.914	
84	3	2	0.8239570595545146	2457067	71189.88994551006	Feb 14, 2015 07:46:29 UTC	0.8239570595545580	3.751	0.8239570595545146	0.0	0.8239570595545580	3.751	-1	-1	0.8239570595574850	256.643	0.8239570595574554	254.082	-1	-1	-1	-1	
85	4	2	0.8240763212471938	2457067	71200.19415575755	Feb 14, 2015 07:46:40 UTC	0.8240763212472517	5.007	0.8240763212471938	0.0	0.8240763212472227	2.504	0.8240763212471938	0.0	0.8240763212506852	301.659	-1	-1	-1	-1	0.8240763212505231	287.655	
86	3	4	0.8257175048994364	2457067	71341.99242331131	Feb 14, 2015 07:49:01 UTC	0.8257175048994654	2.504	0.8257175048994364	0.0	-1	-1	0.8257175048994364	0.0	0.8257175049028699	296.652	0.8257175049028115	291.607	0.8257175049027944	290.13	0.8257175049028379	293.89	
87	4	2	0.8304696049281978	2457067	71752.5738657963	Feb 14, 2015 07:55:52 UTC	0.8304696049282847	7.511	0.8304696049282123	1.257	0.8304696049281978	0.0	0.8304696049282123	1.257	-1	-1	0.8304696049315293	287.847	-1	-1	0.8304696049315416	288.911	
88	4	4	0.8346246940779521	2457067	72111.57356833506	Feb 14, 2015 08:01:51 UTC	0.8346246940779521	0.0	0.8346246940779666	1.247	0.8346246940779666	1.247	0.8346246940779811	2.504	0.8346246940813709	295.377	0.8346246940812979	289.074	0.8346246940812958	288.892	0.8346246940812668	286.389	
89	4	2	0.8380892220374427	2457067	72410.90878403505	Feb 14, 2015 08:06:50 UTC	0.8380892220375007	5.007	0.8380892220374717	2.504	0.8380892220374427	0.0	0.8380892220374427	0.0	0.8380892220409051	299.146	0.8380892220407887	289.094	-1	-1	-1	-1	
90	3	3	0.8550413107359526	2457067	73875.5692475863	Feb 14, 2015 08:31:15 UTC	0.8550413107359526	0.0	-1	-1	0.8550413107359960	3.751	0.8550413107359526	0.0	-1	-1	0.8550413107392263	282.849	0.8550413107393109	290.158	0.8550413107393253	291.405	
