#[event number] [num events] [num hit detectors] [ID1.chan] [JD1] [Rising edge 1], [ID2.chan] [JD2] [Rising edge 2], ...
#gatewidth=1.15740740740741e-11 (1000 nanoseconds), detector coincidence=2, channel coincidence=2, event coincidence=2
Evnt	#HitDAQ1	#HitDAQ2	MinFracDay	JulDay	SSDB	eventDateTime	6119.1FracDay	6119.1nsAfter1stHit	6119.2FracDay	6119.2nsAfter1stHit	6119.3FracDay	6119.3nsAfter1stHit	6119.4FracDay	6119.4nsAfter1stHit	6148.1FracDay	6148.1nsAfter1stHit	6148.2FracDay	6148.2nsAfter1stHit	6148.3FracDay	6148.3nsAfter1stHit	6148.4FracDay	6148.4nsAfter1stHit
12	4	4	0.5220097847673328	2457067	45101.64540389756	Feb 14, 2015 00:31:41 UTC	0.5220097847673907	4.998	0.5220097847673328	0.0	0.5220097847673618	2.504	0.5220097847673763	3.751	0.5220097847709398	311.645	0.5220097847707222	292.844	0.5220097847707633	296.393	0.5220097847707343	293.89	
13	4	4	0.5287762700782848	2457067	45686.2697347638	Feb 14, 2015 00:41:26 UTC	0.5287762700783282	3.751	0.5287762700783136	2.494	0.5287762700783136	2.494	0.5287762700782848	0.0	0.5287762700817327	297.899	0.5287762700816308	289.094	0.5287762700817442	298.897	0.5287762700819613	317.65	
14	4	2	0.5298899640333484	2457067	45782.49289248131	Feb 14, 2015 00:43:02 UTC	0.5298899640334497	8.748	0.5298899640334063	4.998	0.5298899640333918	3.751	0.5298899640333484	0.0	0.5298899640368397	301.65	0.5298899640367523	294.091	-1	-1	-1	-1	
15	4	2	0.5407387212622836	2457067	46719.825517061305	Feb 14, 2015 00:58:39 UTC	0.5407387212622980	1.247	0.5407387212622836	0.0	0.5407387212622836	0.0	0.5407387212622980	1.247	-1	-1	0.5407387212651521	247.837	0.5407387212651065	243.895	-1	-1	
16	4	3	0.541016767540452	2457067	46743.848715495056	Feb 14, 2015 00:59:03 UTC	0.5410167675404809	2.494	0.5410167675404520	0.0	0.5410167675404665	1.247	0.5410167675404520	0.0	0.5410167675439432	301.64	0.5410167675437112	281.592	-1	-1	0.5410167675438101	290.139	
17	4	4	0.5475176020550933	2457067	47305.52081756006	Feb 14, 2015 01:08:25 UTC	0.5475176020551221	2.494	0.5475176020550933	0.0	0.5475176020550933	0.0	0.5475176020551077	1.247	0.5475176020585412	297.899	0.5475176020584247	287.837	0.5475176020584658	291.386	0.5475176020584369	288.892	
18	2	2	0.550376458465452	2457067	47552.52601141505	Feb 14, 2015 01:12:32 UTC	0.5503764584654520	0.0	0.5503764584654809	2.494	-1	-1	-1	-1	0.5503764584689144	299.146	-1	-1	-1	-1	0.5503764584688536	293.899	
19	4	2	0.5503873330589995	2457067	47553.46557629755	Feb 14, 2015 01:12:33 UTC	0.5503873330590284	2.504	0.5503873330590139	1.247	0.5503873330589995	0.0	0.5503873330589995	0.0	0.5503873330624039	294.149	0.5503873330623454	289.094	-1	-1	-1	-1	
20	4	3	0.5525873721972517	2457067	47743.54895784255	Feb 14, 2015 01:15:43 UTC	0.5525873721972663	1.257	0.5525873721972517	0.0	0.5525873721972806	2.494	0.5525873721972517	0.0	0.5525873722007141	299.146	0.5525873722005833	287.847	-1	-1	0.5525873722006968	297.65	
21	4	3	0.5682557194459062	2457067	49097.2941601263	Feb 14, 2015 01:38:17 UTC	0.5682557194459208	1.257	0.5682557194459062	0.0	0.5682557194459498	3.76	0.5682557194459352	2.504	0.5682557194493975	301.64	0.5682557194492524	289.103	0.5682557194492934	292.652	-1	-1	
22	4	3	0.57055762261415	2457067	49296.17859386256	Feb 14, 2015 01:41:36 UTC	0.5705576226141644	1.247	0.5705576226141500	0.0	0.5705576226141644	1.247	0.5705576226141644	1.247	0.5705576226175832	296.633	0.5705576226175538	294.091	-1	-1	0.5705576226174213	282.638	
