"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.182789667E0,-2.354222107E1,-9.182174683E0,-3.691302490E1,4.473387880E1
3.192804667E0,-2.341801453E1,-9.097671509E0,-3.678066254E1,4.454198208E1
3.202819667E0,-2.342666626E1,-9.180465698E0,-3.696465302E1,4.471549189E1
3.212834667E0,-2.342666626E1,-9.180465698E0,-3.696465302E1,4.471549189E1
3.222849667E0,-2.341325378E1,-9.218582153E0,-3.688878632E1,4.465361425E1
3.232864667E0,-2.342776489E1,-9.196990967E0,-3.688302612E1,4.465201481E1
3.242879667E0,-2.355033875E1,-9.120422363E0,-3.677818298E1,4.461429482E1
3.252894667E0,-2.347126770E1,-9.018417358E0,-3.681424713E1,4.458162235E1
3.262909667E0,-2.347743225E1,-9.100585938E0,-3.679539490E1,4.458600201E1
3.272924667E0,-2.346623230E1,-9.139434814E0,-3.688027954E1,4.465812744E1
3.282940667E0,-2.348907471E1,-9.106857300E0,-3.678934479E1,4.458842193E1
3.292955667E0,-2.359889221E1,-9.190292358E0,-3.684625244E1,4.471035122E1
3.302970667E0,-2.356295776E1,-9.160278320E0,-3.694572449E1,4.476728979E1
3.312985667E0,-2.348434448E1,-9.030883789E0,-3.699684906E1,4.474190584E1
3.323000667E0,-2.350106812E1,-9.121368408E0,-3.694584656E1,4.472689506E1
3.333015667E0,-2.353294373E1,-9.075454712E0,-3.677067566E1,4.458975114E1
3.343030667E0,-2.342767334E1,-8.944564819E0,-3.693119049E1,4.464049674E1
3.353045667E0,-2.350567627E1,-8.906143188E0,-3.678161621E1,4.455023563E1
3.363060667E0,-2.348083496E1,-9.015075684E0,-3.683633423E1,4.460422311E1
3.373076667E0,-2.348468018E1,-8.989776611E0,-3.686489868E1,4.462473576E1
3.383091667E0,-2.340171814E1,-9.076904297E0,-3.678374481E1,4.453172449E1
3.393106667E0,-2.346463013E1,-9.096603394E0,-3.691999054E1,4.468134691E1
3.403121667E0,-2.354234314E1,-9.103973389E0,-3.677780151E1,4.460640017E1
3.413136667E0,-2.352412415E1,-9.172515869E0,-3.682588196E1,4.465047644E1
3.423151667E0,-2.349966431E1,-9.118667603E0,-3.683037567E1,4.463026880E1
3.433166667E0,-2.350981140E1,-9.083328247E0,-3.695086670E1,4.472789548E1
3.443181667E0,-2.356129456E1,-9.167572021E0,-3.682334137E1,4.466696148E1
3.453196667E0,-2.356814575E1,-9.088836670E0,-3.678903198E1,4.462619545E1
3.463211667E0,-2.344183350E1,-8.967163086E0,-3.680888367E1,4.455135787E1
3.473226667E0,-2.360406494E1,-8.990570068E0,-3.672509003E1,4.457257531E1
3.483242667E0,-2.351002502E1,-9.019454956E0,-3.695378113E1,4.471748857E1
3.493257667E0,-2.358210754E1,-9.044982910E0,-3.701536560E1,4.481143607E1
3.503272667E0,-2.357832336E1,-9.077926636E0,-3.689231873E1,4.471453081E1
3.513287667E0,-2.352874756E1,-9.091751099E0,-3.689141083E1,4.469046982E1
3.523302667E0,-2.348529053E1,-8.985092163E0,-3.691589355E1,4.466625067E1
3.533317667E0,-2.358364868E1,-9.137985229E0,-3.690989685E1,4.474406938E1
3.543332667E0,-2.357492065E1,-9.196578979E0,-3.694832611E1,4.478317487E1
3.553347667E0,-2.348963928E1,-9.134063721E0,-3.693891907E1,4.471775951E1
3.563362667E0,-2.355131531E1,-9.140686035E0,-3.686980438E1,4.469450827E1
3.573377667E0,-2.347357178E1,-8.931213379E0,-3.674682617E1,4.450959872E1
3.583393667E0,-2.348088074E1,-8.994491577E0,-3.697486877E1,4.471457883E1
3.593408667E0,-2.356402588E1,-9.098526001E0,-3.690370941E1,4.472057982E1
3.603423667E0,-2.348043823E1,-9.090469360E0,-3.675926971E1,4.455571257E1
3.613438667E0,-2.354875183E1,-9.053985596E0,-3.674061584E1,4.456894906E1
3.623453667E0,-2.348120117E1,-9.086090088E0,-3.669046021E1,4.449846864E1
3.633468667E0,-2.360198975E1,-9.078414917E0,-3.668866730E1,4.455928462E1
3.643483667E0,-2.357438660E1,-9.057006836E0,-3.685180664E1,4.467478852E1
3.653498667E0,-2.358717346E1,-9.099670410E0,-3.674926758E1,4.460568821E1
3.663513667E0,-2.356306458E1,-8.990707397E0,-3.679986572E1,4.461256492E1
3.673528667E0,-2.349887085E1,-8.982757568E0,-3.688996887E1,4.465150242E1
3.683544667E0,-2.353175354E1,-8.920974731E0,-3.692261505E1,4.468340539E1
3.693559667E0,-2.352877808E1,-9.047378540E0,-3.682333374E1,4.462528839E1
3.703574667E0,-2.367446899E1,-9.069305420E0,-3.698840332E1,4.484277827E1
3.713589667E0,-2.366699219E1,-9.091186523E0,-3.672455597E1,4.462588041E1
3.723604667E0,-2.348262024E1,-8.952713013E0,-3.679563904E1,4.455898984E1
3.733619667E0,-2.352307129E1,-9.034118652E0,-3.700199890E1,4.476715431E1
3.743634667E0,-2.360881042E1,-9.094238281E0,-3.700758362E1,4.482903462E1
3.753649667E0,-2.364245605E1,-9.067047119E0,-3.714398193E1,4.495389266E1
3.763664667E0,-2.356068420E1,-8.936782837E0,-3.706864166E1,4.482249572E1
3.773679667E0,-2.362185669E1,-8.960952759E0,-3.703468323E1,4.483144599E1
3.783695667E0,-2.372944641E1,-9.085968018E0,-3.710894012E1,4.497460260E1
3.793710667E0,-2.362158203E1,-9.041076660E0,-3.712510681E1,4.492208544E1
3.803725667E0,-2.357955933E1,-9.000518799E0,-3.713874817E1,4.490313544E1
3.813740667E0,-2.354171753E1,-8.928039551E0,-3.712289429E1,4.485567561E1
3.823755667E0,-2.354849243E1,-9.044494629E0,-3.698636627E1,4.476969588E1
3.833770667E0,-2.368125916E1,-9.071899414E0,-3.688126373E1,4.475856352E1
3.843785667E0,-2.371318054E1,-8.920196533E0,-3.701593781E1,4.485604184E1
3.853800667E0,-2.352659607E1,-8.866180420E0,-3.710103607E1,4.481737113E1
3.863815667E0,-2.354714966E1,-8.845764160E0,-3.692110443E1,4.467531481E1
3.873830667E0,-2.351135254E1,-8.890197754E0,-3.683921051E1,4.459760919E1
3.883846667E0,-2.364791870E1,-8.961257935E0,-3.707743073E1,4.488055338E1
3.893861667E0,-2.363130188E1,-8.997177124E0,-3.698108673E1,4.479942411E1
3.903876667E0,-2.361021423E1,-8.979293823E0,-3.679638672E1,4.463232023E1
3.913891667E0,-2.368476868E1,-9.044845581E0,-3.713516998E1,4.496441202E1
3.923906667E0,-2.363235474E1,-8.951995850E0,-3.691344452E1,4.473509591E1
3.933921667E0,-2.365380859E1,-9.044387817E0,-3.698857117E1,4.482697858E1
3.943936667E0,-2.369746399E1,-9.100799561E0,-3.699628448E1,4.486779934E1
3.953951667E0,-2.367753601E1,-8.961593628E0,-3.683259583E1,4.469425005E1
3.963966667E0,-2.373687744E1,-8.979141235E0,-3.683428955E1,4.473062949E1
3.973981667E0,-2.363011169E1,-9.050949097E0,-3.680192566E1,4.466188073E1
3.983997667E0,-2.374768066E1,-9.025650024E0,-3.715153503E1,4.500723554E1
3.994012667E0,-2.389883423E1,-9.105712891E0,-3.686939240E1,4.487115310E1
4.004027667E0,-2.377584839E1,-9.072906494E0,-3.687178040E1,4.480108021E1
4.014042667E0,-2.367912292E1,-9.048767090E0,-3.702730560E1,4.487318140E1
4.024057667E0,-2.352200317E1,-9.025115967E0,-3.697857666E1,4.474541857E1
4.034072667E0,-2.362600708E1,-8.995010376E0,-3.702652740E1,4.483371671E1
4.044087667E0,-2.362600708E1,-8.995010376E0,-3.702652740E1,4.483371671E1
4.054102208E0,-2.361758423E1,-8.974151611E0,-3.714765930E1,4.492520755E1
4.064117208E0,-2.365507507E1,-9.035888672E0,-3.688172150E1,4.473780550E1
4.074132208E0,-2.362397766E1,-9.074523926E0,-3.687660980E1,4.472497798E1
4.084148208E0,-2.361415100E1,-9.041824341E0,-3.716999054E1,4.495543250E1
4.094163208E0,-2.363488770E1,-9.107055664E0,-3.690154266E1,4.475790690E1
4.104178208E0,-2.370152283E1,-9.092788696E0,-3.700892639E1,4.487874356E1
4.114193208E0,-2.362510681E1,-9.090148926E0,-3.697178650E1,4.480724803E1
4.124208208E0,-2.356663513E1,-9.080703735E0,-3.695584106E1,4.476136348E1
4.134223208E0,-2.344416809E1,-8.912002563E0,-3.695997620E1,4.466645999E1
4.144238208E0,-2.354838562E1,-8.992172241E0,-3.707762146E1,4.483453624E1
4.154253208E0,-2.355366516E1,-8.918334961E0,-3.699801636E1,4.475673196E1
4.164268208E0,-2.358229065E1,-8.946487427E0,-3.695928955E1,4.474542606E1
4.174284208E0,-2.346878052E1,-8.886688232E0,-3.708473206E1,4.477760867E1
4.184299208E0,-2.356146240E1,-9.023742676E0,-3.696134186E1,4.475166181E1
4.194314208E0,-2.345962524E1,-8.933410645E0,-3.701210022E1,4.472197899E1
4.204329208E0,-2.335160828E1,-8.935745239E0,-3.716694641E1,4.479427483E1
4.214344208E0,-2.328688049E1,-8.768081665E0,-3.734382629E1,4.487448519E1
4.224359208E0,-2.329943848E1,-8.848770142E0,-3.725930023E1,4.482655485E1
4.234374208E0,-2.335707092E1,-8.871215820E0,-3.718025970E1,4.479534511E1
4.244389208E0,-2.339480591E1,-8.903182983E0,-3.706186676E1,4.472321074E1
4.254404208E0,-2.344645691E1,-8.954711914E0,-3.705062103E1,4.475122039E1
4.264419208E0,-2.350799561E1,-9.042175293E0,-3.703462982E1,4.478783984E1
4.274435208E0,-2.341551208E1,-9.068222046E0,-3.705378723E1,4.476049604E1
