Time,Altitude,Velocity
172.3,86105.9775064258,1656.99311415139
172.4,86215.8563377469,1657.18169548431
172.5,86326.5409054621,1657.36988842898
172.6,86440.8226731108,1657.56417629943
172.7,86552.5801092168,1657.76216497803
172.8,86664.4970585594,1657.95295545682
172.9,86778.7176110022,1658.14560323809
173,86889.2337243,1658.34473648664
173.1,86999.1707598855,1658.54338017168
173.2,87111.1192841017,1658.74192004362
173.3,87220.8728848226,1658.93969716127
173.4,87331.8079031098,1659.13918304259
173.5,87443.3985923627,1659.34550168252
173.6,87552.8447115898,1659.549530546
173.7,87662.3665533003,1659.74736036547
173.8,87774.0286069357,1659.94565303227
173.9,87884.8892582654,1660.14427604692
174,87994.4054239797,1660.3428036065
174.1,88102.6882884824,1660.54113250357
174.2,88207.7392160046,1660.73931068133
174.3,88312.401167199,1660.94220924135
174.4,88417.4643444549,1661.15313161009
174.5,88519.4099064493,1661.35558668139
174.6,88620.6516358002,1661.51587443045
174.7,88724.4597652916,1661.64511434405
174.8,88822.0486152245,1661.82187921299
174.9,88922.8831433434,1662.02524610717
175,89025.513695377,1662.19880237303
175.1,89127.4647124916,1662.35864933463
175.2,89231.1471711453,1662.54957296017
175.3,89336.0193100264,1662.79575346718
175.4,89441.625827291,1663.07371167755
175.5,89553.5213357868,1663.30366272487
175.6,89664.7696077551,1663.50709091315
175.7,89776.7071145383,1663.74115522371
175.8,89888.9450720936,1663.98604997717
175.9,90000.0170436219,1664.20842948945
176,90107.982852264,1664.41661410335
176.1,90213.3837070147,1664.62400783168
176.2,90321.9107290381,1664.84139325643
176.3,90429.1468694625,1665.0605028049
176.4,90533.8236492635,1665.27923440535
176.5,90637.869715278,1665.49654514845
176.6,90739.2731008707,1665.70300561587
176.7,90839.3115829519,1665.9006068629
176.8,90938.8917516275,1666.09888761041
176.9,91035.6473368992,1666.29743380077
177,91134.4663223738,1666.49591411993
177.1,91233.8924150055,1666.69419331202
177.2,91331.3140969979,1666.89297324155
177.3,91429.8181708899,1667.09539187916
177.4,91529.997506002,1667.30456934009
177.5,91629.9774064383,1667.5137340104
177.6,91730.0599533434,1667.71263742175
177.7,91829.8506589584,1667.91861932676
177.8,91931.9324653422,1668.13604471548
177.9,92039.7889813419,1668.35483313157
178,92151.9718208425,1668.58497963756
178.1,92266.3520738022,1668.83027219949
178.2,92381.1272076194,1669.07840511493
178.3,92498.7386807157,1669.32873611921
178.4,92614.2948935754,1669.57907228443
178.5,92728.4162987129,1669.81736343921
178.6,92842.8666759517,1670.06488999794
178.7,92954.7260363664,1670.30832446751
178.8,93064.1329275619,1670.54499955871
178.9,93173.3879420633,1670.78528847466
179,93279.0640038936,1671.02097945975
179.1,93386.3964315399,1671.24781706119
179.2,93495.3368150491,1671.48538233227
179.3,93602.6345004525,1671.71797758703
179.4,93706.7291003137,1671.94825709907
179.5,93809.2066842958,1672.171347323
179.6,93914.7970569941,1672.38788838186
179.7,94021.6436295091,1672.60295197034
179.8,94121.0083673726,1672.8122230993
179.9,94213.2323005847,1673.01123892813
180,94305.9046774964,1673.2146911517
